"CoV","HLength","Type","Wetland","Sample","DateCollected","Taxa","tot_biomass","Count","Density"
"0.3968312","Intermediate","Marsh","W21","306W21E3","3/6/2023","Chironominae",6.1717168891,7,17.5
"0.3968312","Intermediate","Marsh","W21","306W21E3","3/6/2023","Hygrotus",0.8751964208,1,2.5
"0.3968312","Intermediate","Marsh","W21","306W21E3","3/6/2023","Orthocladiinae",0.7422617853,1,2.5
"0.3968312","Intermediate","Marsh","W21","321W21E1","3/21/2023","Callibaetis",74.88147704,9,22.5
"0.3968312","Intermediate","Marsh","W21","321W21E1","3/21/2023","Chironominae",0.4725016021,1,2.5
"0.3968312","Intermediate","Marsh","W21","321W21E1","3/21/2023","Culicidae",6.165839717,2,5
"0.3968312","Intermediate","Marsh","W21","321W21E1","3/21/2023","Tanypodinae",2.203810232,1,2.5
"0.3968312","Intermediate","Marsh","W21","321W21E1","3/21/2023","Tanytarsini",1.053672929,1,2.5
"0.3968312","Intermediate","Marsh","W21","321W21E1","3/21/2023","Trichocorixa",0.8300621198,1,2.5
"0.3968312","Intermediate","Marsh","W21","321W21E2","3/21/2023","Chironomidae",0.08420209855,1,2.5
"0.3968312","Intermediate","Marsh","W21","321W21E3","3/21/2023","Chironominae",6.149739032,5,12.5
"0.3968312","Intermediate","Marsh","W21","321W21E3","3/21/2023","Orthocladiinae",2.901451304,2,5
"0.3968312","Intermediate","Marsh","W21","321W21E3","3/21/2023","Psychodidae",2.4295267752,4,10
"0.3968312","Intermediate","Marsh","W21","321W21E3","3/21/2023","Tanypodinae",2.1451413163,2,5
"0.3968312","Intermediate","Marsh","W21","321W21E3","3/21/2023","Tanytarsini",1.484523571,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Chironominae",0.7422617853,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Dasyhelea",1.2147633874,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Enochrus",5.079247498,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Hydraena",0.136680628,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Hygrotus",3.279980552,3,7.5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Microvelia",0.06397694934,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Orthocladiinae",0.4725016021,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Phaenonotum",0.4260973311,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Tanypodinae",2.805759062,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E1","4/5/2023","Tanytarsini",4.91310492,4,10
"0.3968312","Intermediate","Marsh","W21","405W21E2","4/5/2023","Chironominae",1.053672929,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E2","4/5/2023","Hygrotus",1.52958771,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E2","4/5/2023","Microvelia",0.06397694934,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E2","4/5/2023","Phaenonotum",1.750392842,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E2","4/5/2023","Tanytarsini",1.402879531,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Alluaudomyia",0.7422617853,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Chironominae",0.9450032042,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Hydraena",0.136680628,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Orthocladiinae",2.107345858,2,5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Phaenonotum",0.8751964208,1,2.5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Tanypodinae",9.2969797403,7,17.5
"0.3968312","Intermediate","Marsh","W21","405W21E3","4/5/2023","Tanytarsini",4.6016937763,4,10
"0.3968312","Intermediate","Marsh","W21","420W21E1","4/20/2023","Hygrotus",4.957726699,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E1","4/20/2023","Orthocladiinae",4.4633212391,3,7.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Berosus",13.67297162,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Copelatus",8.664658182,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Copototomus",49.08270439,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Enochrus",4.957726699,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Hygrotus",18.561415273,22,55
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Laccophilus",6.656810488,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Microvelia",0.191930848,3,7.5
"0.3968312","Intermediate","Marsh","W21","420W21E2","4/20/2023","Orthocladiinae",1.402879531,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E3","4/20/2023","Chironominae",0.4725016021,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E3","4/20/2023","Dasyhelea",0.7422617853,1,2.5
"0.3968312","Intermediate","Marsh","W21","420W21E3","4/20/2023","Hydraena",0.5467225118,4,10
"0.3968312","Intermediate","Marsh","W21","420W21E3","4/20/2023","Orthocladiinae",2.9263118341,3,7.5
"0.3968312","Intermediate","Marsh","W21","420W21E3","4/20/2023","Tanypodinae",2.1451413163,2,5
"0.3968312","Intermediate","Marsh","W21","420W21E3","4/20/2023","Tanytarsini",1.053672929,1,2.5
"0.3968312","Intermediate","Marsh","W21","503W21E1","5/3/2023","Alluaudomyia",1.4492278657,4,10
"0.3968312","Intermediate","Marsh","W21","503W21E1","5/3/2023","Hygrotus",0.8751964208,1,2.5
"0.3968312","Intermediate","Marsh","W21","503W21E1","5/3/2023","Tanypodinae",3.9827269911,4,10
"0.3968312","Intermediate","Marsh","W21","503W21E2","5/3/2023","Aedes",11.06144527,6,15
"0.3968312","Intermediate","Marsh","W21","503W21E2","5/3/2023","Orthocladiinae",1.484523571,2,5
"0.3968312","Intermediate","Marsh","W21","503W21E2","5/3/2023","Tanypodinae",11.223036247,8,20
"0.3968312","Intermediate","Marsh","W21","503W21E3","5/3/2023","Aedes",1.349237022,1,2.5
"0.3968312","Intermediate","Marsh","W21","503W21E3","5/3/2023","Bezzia",10.5624185013,8,20
"0.3968312","Intermediate","Marsh","W21","503W21E3","5/3/2023","Bidessonotus",0.8751964208,1,2.5
"0.3968312","Intermediate","Marsh","W21","503W21E3","5/3/2023","Hygrotus",8.485155559,11,27.5
"0.3968312","Intermediate","Marsh","W21","517W21E1","5/17/2023","Aedes",1.349237022,1,2.5
"0.3968312","Intermediate","Marsh","W21","517W21E2","5/17/2023","Aedes",9.853777394,5,12.5
"0.3968312","Intermediate","Marsh","W21","517W21E2","5/17/2023","Orthocladiinae",0.4725016021,1,2.5
"0.3968312","Intermediate","Marsh","W21","614W21E2","6/14/2023","Copelatus",8.664658182,1,2.5
"0.3968312","Intermediate","Marsh","W21","705W21E1","7/5/2023","Aedes",3.475372115,2,5
"0.3968312","Intermediate","Marsh","W21","705W21E1","7/5/2023","Anopheles",2.126135093,1,2.5
"0.3968312","Intermediate","Marsh","W21","705W21E1","7/5/2023","Chironomini",0.4725016021,1,2.5
"0.3968312","Intermediate","Marsh","W21","705W21E1","7/5/2023","Forcipomyia",0.4725016021,1,2.5
"0.3968312","Intermediate","Marsh","W21","705W21E2","7/5/2023","Aedes",3.726255225,3,7.5
"0.3968312","Intermediate","Marsh","W21","705W21E2","7/5/2023","Anopheles",2.126135093,1,2.5
"0.3968312","Intermediate","Marsh","W21","705W21E2","7/5/2023","Hydrochara",113.9044861,1,2.5
"0.3968312","Intermediate","Marsh","W21","719W21E1","7/19/2023","Chironominae",0.25,1,2.5
"0.3968312","Intermediate","Marsh","W21","719W21E1","7/19/2023","Copelatus",17.32931636,2,5
"0.3968312","Intermediate","Marsh","W21","719W21E1","7/19/2023","Forcipomyia",0.7422617853,1,2.5
"0.3968312","Intermediate","Marsh","W21","719W21E1","7/19/2023","Laccophilus",20.10776402,1,2.5
"0.3968312","Intermediate","Marsh","W21","719W21E2","7/19/2023","Chironominae",2.651451304,1,2.5
"0.3968312","Intermediate","Marsh","W21","719W21E2","7/19/2023","Ora",8.664658182,1,2.5
"0.3968312","Intermediate","Marsh","W21","719W21E3","7/19/2023","Copelatus",40.21552805,2,5
"0.3968312","Intermediate","Marsh","W21","719W21E3","7/19/2023","Forcipomyia",0.7422617853,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E1","8/1/2023","Chironomini",1.402879531,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E1","8/1/2023","Ora",13.67297162,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E1","8/1/2023","Prodaticus",94.62693018,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E1","8/1/2023","Tanypodinae",4.290282633,4,10
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Caccophilus",8.664658182,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Culex",1.349237022,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Forcipomyia",10.491250072,15,37.5
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Limoniidae",4.165215461,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Orthocladiinae",0.25,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Prodaticus",94.62693018,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E2","8/1/2023","Sarcophagidae",2.760437089,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E3","8/1/2023","Copelatus",20.10776402,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E3","8/1/2023","Ora",8.664658182,1,2.5
"0.3968312","Intermediate","Marsh","W21","801W21E3","8/1/2023","Prodaticus",189.2538604,2,5
"0.4723248","Short","Swamp","W32","221W32E1","2/21/2023","Aedes",15.062832346,7,17.5
"0.4723248","Short","Swamp","W32","221W32E1","2/21/2023","Culicine",2.126135093,1,2.5
"0.4723248","Short","Swamp","W32","221W32E3","2/21/2023","Aedes",2.126135093,1,2.5
"0.4723248","Short","Swamp","W32","221W32E3","2/21/2023","Culicidae",21.793004569,8,20
"0.4723248","Short","Swamp","W32","221W32E3","2/21/2023","Culicine",23.706574103,8,20
"0.4723248","Short","Swamp","W32","221W32E3","2/21/2023","Empididae",0.8751964208,1,2.5
"0.4723248","Short","Swamp","W32","306W32E1","3/6/2023","Aedes",4.252270186,2,5
"0.4723248","Short","Swamp","W32","306W32E1","3/6/2023","Chironominae",2.6763118341,2,5
"0.4723248","Short","Swamp","W32","306W32E1","3/6/2023","Chironomini",0.4725016021,1,2.5
"0.4723248","Short","Swamp","W32","306W32E2","3/6/2023","Chironominae",2.107345858,2,5
"0.4723248","Short","Swamp","W32","306W32E2","3/6/2023","Chironomini",3.510225389,3,7.5
"0.4723248","Short","Swamp","W32","306W32E3","3/6/2023","Aedes",2.126135093,1,2.5
"0.4723248","Short","Swamp","W32","306W32E3","3/6/2023","Chironomini",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","306W32E3","3/6/2023","Culicine",3.082919859,1,2.5
"0.4723248","Short","Swamp","W32","321W32E1","3/21/2023","Chaoborus",12.86823989,5,12.5
"0.4723248","Short","Swamp","W32","321W32E1","3/21/2023","Chironomini",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","321W32E2","3/21/2023","Bezzia",0.4725016021,1,2.5
"0.4723248","Short","Swamp","W32","321W32E2","3/21/2023","Chaoborus",3.128404598,1,2.5
"0.4723248","Short","Swamp","W32","321W32E2","3/21/2023","Chironomini",5.21888839,2,5
"0.4723248","Short","Swamp","W32","321W32E3","3/21/2023","Chironomini",3.128404598,1,2.5
"0.4723248","Short","Swamp","W32","405W32E1","4/5/2023","Chaoborus",48.129203596,21,52.5
"0.4723248","Short","Swamp","W32","405W32E1","4/5/2023","Chironominae",14.587240117,4,10
"0.4723248","Short","Swamp","W32","405W32E1","4/5/2023","Chironomini",4.182077527,2,5
"0.4723248","Short","Swamp","W32","405W32E1","4/5/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","405W32E2","4/5/2023","Chaoborus",33.396168508,13,32.5
"0.4723248","Short","Swamp","W32","405W32E2","4/5/2023","Chironominae",10.195648436,7,17.5
"0.4723248","Short","Swamp","W32","405W32E2","4/5/2023","Chironomini",10.7599576972,6,15
"0.4723248","Short","Swamp","W32","405W32E2","4/5/2023","Tanytarsini",3.4185736194,3,7.5
"0.4723248","Short","Swamp","W32","405W32E3","4/5/2023","Bezzia",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","405W32E3","4/5/2023","Callibaetis",3.031549457,1,2.5
"0.4723248","Short","Swamp","W32","405W32E3","4/5/2023","Chaoborus",53.50976389,24,60
"0.4723248","Short","Swamp","W32","405W32E3","4/5/2023","Chironominae",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","405W32E3","4/5/2023","Chironomini",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","420W32E1","4/20/2023","Chaoborus",131.11376008,60,150
"0.4723248","Short","Swamp","W32","420W32E1","4/20/2023","Chironominae",6.63440582,5,12.5
"0.4723248","Short","Swamp","W32","420W32E1","4/20/2023","Chironomini",12.943359091,5,12.5
"0.4723248","Short","Swamp","W32","420W32E2","4/20/2023","Anopheles",2.126135093,1,2.5
"0.4723248","Short","Swamp","W32","420W32E2","4/20/2023","Chaoborus",76.0368694083,42,105
"0.4723248","Short","Swamp","W32","420W32E2","4/20/2023","Chironominae",3.6009062001,2,5
"0.4723248","Short","Swamp","W32","420W32E2","4/20/2023","Chironomini",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","420W32E2","4/20/2023","Tanypodinae",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","420W32E2","4/20/2023","Tanytarsini",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","420W32E3","4/20/2023","Chaoborus",61.757979255,27,67.5
"0.4723248","Short","Swamp","W32","420W32E3","4/20/2023","Chironominae",6.7974836543,6,15
"0.4723248","Short","Swamp","W32","420W32E3","4/20/2023","Chironomini",8.242593056,7,17.5
"0.4723248","Short","Swamp","W32","503W32E1","5/3/2023","Chaoborus",1.053672929,1,2.5
"0.4723248","Short","Swamp","W32","503W32E1","5/3/2023","Chironominae",1.2147633874,2,5
"0.4723248","Short","Swamp","W32","503W32E1","5/3/2023","Hygrotus",2.413714298,1,2.5
"0.4723248","Short","Swamp","W32","503W32E1","5/3/2023","Lestes",47.71383293,1,2.5
"0.4723248","Short","Swamp","W32","503W32E1","5/3/2023","Tanytarsini",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2023","Aedes",0.7506942755,1,2.5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2023","Chaoborus",4.660362692,3,7.5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2023","Chironomini",5.305715167,1,2.5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2023","Enochrus",22.337629802,2,5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2023","Laccobius",2.413714298,1,2.5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","503W32E2","5/3/2024","Chironominae",12.6197440642,5,12.5
"0.4723248","Short","Swamp","W32","503W32E3","5/3/2023","Chaoborus",3.606689763,2,5
"0.4723248","Short","Swamp","W32","503W32E3","5/3/2023","Chironominae",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","503W32E3","5/3/2023","Chironomini",4.165215461,1,2.5
"0.4723248","Short","Swamp","W32","503W32E3","5/3/2023","Tanytarsini",1.484523571,2,5
"0.4723248","Short","Swamp","W32","517W32E1","5/17/2023","Chaoborus",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","517W32E1","5/17/2023","Chironominae",2.203810232,1,2.5
"0.4723248","Short","Swamp","W32","517W32E1","5/17/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","517W32E1","5/17/2023","Tanypodinae",2.203810232,1,2.5
"0.4723248","Short","Swamp","W32","517W32E2","5/17/2023","Chironominae",1.6872649895,3,7.5
"0.4723248","Short","Swamp","W32","517W32E2","5/17/2023","Tanytarsini",0.4725016021,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Chaoborus",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Chironominae",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Helocombus",28.08404312,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Hygrotus",0.8751964208,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Laccobius",28.08404312,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","517W32E3","5/17/2023","Tanypodinae",1.417504806,3,7.5
"0.4723248","Short","Swamp","W32","531W32E1","5/31/2023","Bezzia",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","531W32E1","5/31/2023","Chironominae",1.6950032042,5,12.5
"0.4723248","Short","Swamp","W32","531W32E1","5/31/2023","Tanytarsini",0.4725016021,1,2.5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Alluaudomyia",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Chironominae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Chironomini",2.107345858,2,5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Culicoides",0.7225016021,2,5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Dolichopodidae",0.9167021548,1,2.5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Empididae",1.750392842,2,5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Notonecta",35.43069312,1,2.5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Psychodidae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","531W32E2","5/31/2023","Sciaridae",2.1537460738,3,7.5
"0.4723248","Short","Swamp","W32","531W32E3","5/31/2023","Atrichopogon",0.25,1,2.5
"0.4723248","Short","Swamp","W32","531W32E3","5/31/2023","Empididae",1.750392842,2,5
"0.4723248","Short","Swamp","W32","531W32E3","5/31/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","531W32E3","5/31/2023","Sciaridae",2.5976857458,4,10
"0.4723248","Short","Swamp","W32","622W32E1","6/22/2023","Dibusa",1.12695407,1,2.5
"0.4723248","Short","Swamp","W32","622W32E1","6/22/2023","Orthocladiinae",0.9725016021,3,7.5
"0.4723248","Short","Swamp","W32","622W32E2","6/22/2023","Lysathia",32.38868009,3,7.5
"0.4723248","Short","Swamp","W32","622W32E2","6/22/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","622W32E2","6/22/2023","Tanytarsini",0.7422617853,1,2.5
"0.4723248","Short","Swamp","W32","622W32E3","6/22/2023","Alluaudomyia",0.4725016021,1,2.5
"0.4723248","Short","Swamp","W32","622W32E3","6/22/2023","Chironomini",1.6872649895,3,7.5
"0.4723248","Short","Swamp","W32","622W32E3","6/22/2023","Lysathia",10.7962267,1,2.5
"0.4723248","Short","Swamp","W32","622W32E3","6/22/2023","Orthocladiinae",2.52920530275,9,22.5
"0.4723248","Short","Swamp","W32","705W32E1","7/5/2023","Aedes",2.126135093,1,2.5
"0.4723248","Short","Swamp","W32","705W32E1","7/5/2023","Chironominae",2.902028377,5,12.5
"0.4723248","Short","Swamp","W32","705W32E1","7/5/2023","Chironomini",3.7946108475,5,12.5
"0.4723248","Short","Swamp","W32","705W32E1","7/5/2023","Culicidae",34.708044121,6,15
"0.4723248","Short","Swamp","W32","705W32E1","7/5/2023","Forcipomyia",1.25,5,12.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Chaoborus",1.402879531,1,2.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Chironominae",3.3822681933,8,20
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Chironomini",2.226785356,3,7.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Culicidae",16.398647965,3,7.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Cymbiodyta",7.241142894,3,7.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Forcipomyia",0.4184041971,3,7.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Hydrochus",0.7894285967,1,2.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Hygrotus",0.4260973311,1,2.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Orthocladiinae",0.4725016021,1,2.5
"0.4723248","Short","Swamp","W32","705W32E2","7/5/2023","Tanytarsini",1.484523571,2,5
"0.4723248","Short","Swamp","W32","705W32E3","7/5/2023","Bezzia",0.5,2,5
"0.4723248","Short","Swamp","W32","705W32E3","7/5/2023","Chironominae",2.902028377,5,12.5
"0.4723248","Short","Swamp","W32","705W32E3","7/5/2023","Chironomini",1.2147633874,2,5
"0.4723248","Short","Swamp","W32","705W32E3","7/5/2023","Cymbiodyta",7.371440997,2,5
"0.4723248","Short","Swamp","W32","705W32E3","7/5/2023","Tanytarsini",2.4295267752,4,10
"0.4723248","Short","Swamp","W32","719W32E1","7/19/2023","Copelatus",13.67297162,1,2.5
"0.4723248","Short","Swamp","W32","719W32E1","7/19/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","719W32E2","7/19/2023","Leptoconops",0.08420209855,1,2.5
"0.4723248","Short","Swamp","W32","719W32E2","7/19/2023","Orthocladiinae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","719W32E3","7/19/2023","Leptoconops",0.5,2,5
"0.4723248","Short","Swamp","W32","719W32E3","7/19/2023","Orthocladiinae",0.5,2,5
"0.4723248","Short","Swamp","W32","801W32E1","8/1/2023","Chironominae",1.6872649895,3,7.5
"0.4723248","Short","Swamp","W32","801W32E1","8/1/2023","Chironomini",4.4952216721,6,15
"0.4723248","Short","Swamp","W32","801W32E1","8/1/2023","Culicidae",2.698474044,2,5
"0.4723248","Short","Swamp","W32","801W32E2","8/1/2023","Chironominae",0.25,1,2.5
"0.4723248","Short","Swamp","W32","801W32E2","8/1/2023","Chironomini",8.0454401403,10,25
"0.4723248","Short","Swamp","W32","801W32E2","8/1/2023","Copelatus",8.664658182,1,2.5
"0.4723248","Short","Swamp","W32","801W32E2","8/1/2023","Orthocladiinae",0.7225016021,2,5
"0.4723248","Short","Swamp","W32","801W32E3","8/1/2023","Chironominae",0.9450032042,2,5
"0.4723248","Short","Swamp","W32","801W32E3","8/1/2023","Copelatus",8.664658182,1,2.5
"0.4723248","Short","Swamp","W32","801W32E3","8/1/2023","Orthocladiinae",0.25,1,2.5
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Bidessonotus",0.8751964208,1,2.5
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Ceratopogonidae",0.25,1,2.5
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Chironominae",5.359053549,10,25
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Chironomini",1.402879531,1,2.5
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Hydrodytes",0.8751964208,1,2.5
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Orthocladiinae",0.7422617853,1,2.5
"0.5491605","Short","Marsh","W37","221W37E1","2/21/2023","Tanytarsini",3.941076031,4,10
"0.5491605","Short","Marsh","W37","221W37E3","2/21/2023","Ischnura",40.41080061,2,5
"0.5491605","Short","Marsh","W37","221W37E3","2/21/2023","Tanytarsini",2.203810232,1,2.5
"0.5491605","Short","Marsh","W37","306W37E1","3/6/2023","Chironominae",0.9725016021,3,7.5
"0.5491605","Short","Marsh","W37","306W37E1","3/6/2023","Desmopachria",0.4260973311,1,2.5
"0.5491605","Short","Marsh","W37","306W37E2","3/6/2023","Chironomidae",0.7422617853,1,2.5
"0.5491605","Short","Marsh","W37","306W37E2","3/6/2023","Chironominae",22.5926871781,13,32.5
"0.5491605","Short","Marsh","W37","306W37E2","3/6/2023","Chironomini",3.128404598,1,2.5
"0.5491605","Short","Marsh","W37","306W37E2","3/6/2023","Orthocladiinae",0.25,1,2.5
"0.5491605","Short","Marsh","W37","306W37E2","3/6/2023","Psychodidae",3.4185736194,3,7.5
"0.5491605","Short","Marsh","W37","306W37E2","3/6/2023","Tanytarsini",1.787009405,1,2.5
"0.5491605","Short","Marsh","W37","306W37E3","3/6/2023","Chironominae",1.402879531,1,2.5
"0.5491605","Short","Marsh","W37","306W37E3","3/6/2023","Tanypodinae",0.7422617853,1,2.5
"0.5491605","Short","Marsh","W37","321W37E2","3/21/2023","Chironominae",6.2035551783,4,10
"0.5491605","Short","Marsh","W37","405W37E1","4/5/2023","Chironominae",0.4725016021,1,2.5
"0.5491605","Short","Marsh","W37","405W37E2","4/5/2023","Chironomidae",4.165215461,1,2.5
"0.5491605","Short","Marsh","W37","405W37E2","4/5/2023","Chironominae",10.803845448,5,12.5
"0.5491605","Short","Marsh","W37","405W37E2","4/5/2023","Chironomini",10.422024656,3,7.5
"0.5491605","Short","Marsh","W37","405W37E3","4/5/2023","Chironominae",0.7422617853,1,2.5
"0.5491605","Short","Marsh","W37","405W37E3","4/5/2023","Tanypodinae",1.787009405,1,2.5
"0.5491605","Short","Marsh","W37","405W37E3","4/5/2023","Tanytarsini",1.053672929,1,2.5
"0.5491605","Short","Marsh","W37","420W37E1","4/20/2023","Chironominae",3.8706663833,2,5
"0.5491605","Short","Marsh","W37","420W37E1","4/20/2023","Chironomini",5.33221483,2,5
"0.5491605","Short","Marsh","W37","420W37E1","4/20/2023","Tanytarsini",4.3489515483,3,7.5
"0.5491605","Short","Marsh","W37","420W37E3","4/20/2023","Chironominae",2.203810232,1,2.5
"0.5491605","Short","Marsh","W37","420W37E3","4/20/2023","Microvelia",0.06397694934,1,2.5
"0.5491605","Short","Marsh","W37","503W37E1","5/3/2023","Alluaudomyia",0.4725016021,1,2.5
"0.5491605","Short","Marsh","W37","503W37E1","5/3/2023","Chironominae",0.25,1,2.5
"0.5491605","Short","Marsh","W37","503W37E1","5/3/2023","Hygrotus",1.750392842,2,5
"0.5491605","Short","Marsh","W37","503W37E3","5/3/2023","Ischnura",9.658138118,1,2.5
"0.5491605","Short","Marsh","W37","517W37E2","5/17/2023","Celina",14.8731801,3,7.5
"0.5491605","Short","Marsh","W37","517W37E2","5/17/2023","Chironominae",0.5,2,5
"0.5491605","Short","Marsh","W37","517W37E2","5/17/2023","Chironomini",1.402879531,1,2.5
"0.5491605","Short","Marsh","W37","517W37E2","5/17/2023","Phoridae",0.085625,1,2.5
"0.5491605","Short","Marsh","W37","531W37E2","5/31/2023","Dolichopodidae",0.3821407179,1,2.5
"0.5491605","Short","Marsh","W37","531W37E3","5/31/2023","Tanytarsini",1.303672929,2,5
"0.5491605","Short","Marsh","W37","615W37E1","6/15/2023","Chironominae",0.25,1,2.5
"0.5491605","Short","Marsh","W37","615W37E2","6/14/2023","Alluaudomyia",0.4725016021,1,2.5
"0.5491605","Short","Marsh","W37","615W37E2","6/15/2023","Chironominae",0.7422617853,1,2.5
