HLength,Type,Wetland,Sample,DateCollected,Taxa,tot_biomass,Count,Density,FFG,Female dispersal distance,Adult flyer strength,Voltanism
Intermediate,Marsh,W53,503W53E3,5/3/2023,Chironominae,4.165215461,1,2.5,CG,,,
Intermediate,Marsh,W53,517W53E1,5/17/2023,Chironominae,1.402879531,1,2.5,CG,,,
Intermediate,Marsh,W53,517W53E3,5/17/2023,Chironominae,0.7422617853,1,2.5,CG,,,
Intermediate,Marsh,W53,531W53E1,5/31/2023,Chironominae,0.25,1,2.5,CG,,,
Intermediate,Marsh,W53,531W53E2,5/31/2023,Chironominae,1.484523571,2,5,CG,,,
Intermediate,Marsh,W53,615W53E2,6/15/2023,Chironominae,5.43123368,14,35,CG,,,
Intermediate,Marsh,W53,705W53E1,7/5/2023,Chironominae,0.7225016021,2,5,CG,,,
Intermediate,Marsh,W53,705W53E2,7/5/2023,Chironominae,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W53,705W53E3,7/5/2023,Chironominae,2.949286958,5,12.5,CG,,,
Intermediate,Marsh,W53,719W53E2,7/19/2023,Chironominae,1.214763387,2,5,CG,,,
Intermediate,Marsh,W53,719W53E3,7/19/2023,Chironominae,0.25,1,2.5,CG,,,
Long,Swamp,W58,221W58E1,2/21/2023,Chironominae,0.7225016021,2,5,CG,,,
Long,Swamp,W58,221W58E2,2/21/2023,Chironominae,2.390006408,6,15,CG,,,
Long,Swamp,W58,221W58E3,2/21/2023,Chironominae,0.5,2,5,CG,,,
Long,Swamp,W58,306W58E1,3/6/2023,Chironominae,8.557511215,28,70,CG,,,
Long,Swamp,W58,306W58E2,3/6/2023,Chironominae,22.51956522,63,157.5,CG,,,
Long,Swamp,W58,306W58E3,3/6/2023,Chironominae,4.909766591,15,37.5,CG,,,
Long,Swamp,W58,321W58E1,3/21/2023,Chironominae,1,4,10,CG,,,
Long,Swamp,W58,321W58E3,3/21/2023,Chironominae,3.18726499,9,22.5,CG,,,
Long,Swamp,W58,405W58E1,4/5/2023,Chironominae,2.946072017,2,5,CG,,,
Long,Swamp,W58,405W58E2,4/5/2023,Chironominae,9.931166378,6,15,CG,,,
Long,Swamp,W58,420W58E1,4/20/2023,Chironominae,7.970266586,7,17.5,CG,,,
Long,Swamp,W58,420W58E2,4/20/2023,Chironominae,2.36250801,5,12.5,CG,,,
Long,Swamp,W58,420W58E3,4/20/2023,Chironominae,2.805759062,2,5,CG,,,
Long,Swamp,W58,503W58E1,5/3/2023,Chironominae,3.990819637,2,5,CG,,,
Long,Swamp,W58,503W58E2,5/3/2023,Chironominae,4.046520413,3,7.5,CG,,,
Long,Swamp,W58,503W58E3,5/3/2023,Chironominae,3.203810232,5,12.5,CG,,,
Long,Swamp,W58,517W58E1,5/17/2023,Chironominae,11.73459916,9,22.5,CG,,,
Long,Swamp,W58,517W58E2,5/17/2023,Chironominae,5.205583024,4,10,CG,,,
Long,Swamp,W58,531W58E1,5/31/2023,Chironominae,5.938094283,8,20,CG,,,
Long,Swamp,W58,531W58E2,5/31/2023,Chironominae,12.60411055,9,22.5,CG,,,
Long,Swamp,W58,622W58E3,6/22/2023,Chironominae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W58,705W58E1,7/5/2023,Chironominae,12.81002563,37,92.5,CG,,,
Long,Swamp,W58,719W58E1,7/19/2023,Chironominae,0.25,1,2.5,CG,,,
Long,Swamp,W58,719W58E3,7/19/2023,Chironominae,1,4,10,CG,,,
Long,Swamp,W58,801W58E1,8/1/2023,Chironominae,2.946710109,8,20,CG,,,
Long,Swamp,W58,801W58E2,8/1/2023,Chironominae,1.25,5,12.5,CG,,,
Long,Swamp,W58,801W58E3,8/1/2023,Chironominae,1.140905799,5,12.5,CG,,,
Intermediate,Swamp,W68,221W68E2,2/21/2023,Chironominae,13.62336866,17,42.5,CG,,,
Intermediate,Swamp,W68,221W68E3,2/21/2023,Chironominae,0.25,1,2.5,CG,,,
Intermediate,Swamp,W68,405W68E1,4/5/2023,Chironominae,10.16864334,5,12.5,CG,,,
Intermediate,Swamp,W68,405W68E2,4/5/2023,Chironominae,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W68,405W68E3,4/5/2023,Chironominae,2.949286958,5,12.5,CG,,,
Intermediate,Swamp,W68,420W68E1,4/20/2023,Chironominae,8.773103896,14,35,CG,,,
Intermediate,Swamp,W68,420W68E2,4/20/2023,Chironominae,93.2571659,34,85,CG,,,
Intermediate,Swamp,W68,420W68E3,4/20/2023,Chironominae,3.914050345,6,15,CG,,,
Intermediate,Swamp,W68,512W68E1,5/12/2023,Chironominae,5.938094283,8,20,CG,,,
Intermediate,Swamp,W68,512W68E2,5/12/2023,Chironominae,19.76064971,22,55,CG,,,
Intermediate,Swamp,W68,512W68E3,5/12/2023,Chironominae,7.741332766,4,10,CG,,,
Intermediate,Swamp,W68,517W68E3,5/17/2023,Chironominae,1.053672929,1,2.5,CG,,,
Intermediate,Swamp,W68,531W68E1,5/31/2023,Chironominae,9.17638155,3,7.5,CG,,,
Intermediate,Swamp,W68,531W68E2,5/31/2023,Chironominae,1.445003204,4,10,CG,,,
Intermediate,Swamp,W68,531W68E3,5/31/2023,Chironominae,49.92567152,40,100,CG,,,
Intermediate,Swamp,W68,622W68E1,6/22/2023,Chironominae,0.5,2,5,CG,,,
Intermediate,Swamp,W68,622W68E3,6/22/2023,Chironominae,35.19383651,42,105,CG,,,
Intermediate,Swamp,W68,705W68E1,7/5/2023,Chironominae,3.128404598,1,2.5,CG,,,
Intermediate,Swamp,W68,705W68E2,7/5/2023,Chironominae,17.59793822,8,20,CG,,,
Intermediate,Swamp,W68,719W68E1,7/19/2023,Chironominae,0.4725016021,1,2.5,CG,,,
Intermediate,Swamp,W68,719W68E2,7/19/2023,Chironominae,5.396840914,4,10,CG,,,
Intermediate,Swamp,W68,801W68E1,8/1/2023,Chironominae,1.053672929,1,2.5,CG,,,
Intermediate,Swamp,W68,801W68E3,8/1/2023,Chironominae,2.651451304,1,2.5,CG,,,
Long,Swamp,W11,405W11E1,4/5/2023,Chironomini,1.526174531,2,5,CG,,,
Long,Swamp,W11,405W11E3,4/5/2023,Chironomini,6.289423385,4,10,CG,,,
Long,Swamp,W11,420W11E1,4/20/2023,Chironomini,1.484523571,2,5,CG,,,
Long,Swamp,W11,420W11E2,4/20/2023,Chironomini,2.969047141,4,10,CG,,,
Long,Swamp,W11,420W11E3,4/20/2023,Chironomini,9.883025815,12,30,CG,,,
Long,Swamp,W11,503W11E1,5/3/2023,Chironomini,3.359904704,4,10,CG,,,
Long,Swamp,W11,503W11E3,5/3/2023,Chironomini,1.957025173,3,7.5,CG,,,
Long,Swamp,W11,517W11E2,5/17/2023,Chironomini,3.128404598,1,2.5,CG,,,
Long,Swamp,W11,531W11E2,5/31/2023,Chironomini,19.02858471,8,20,CG,,,
Long,Swamp,W11,623W11E2,6/23/2023,Chironomini,3.128404598,1,2.5,CG,,,
Long,Swamp,W11,705W11E1,7/5/2023,Chironomini,3.6009062,2,5,CG,,,
Long,Swamp,W11,719W11E1,7/19/2023,Chironomini,1.402879531,1,2.5,CG,,,
Long,Swamp,W11,801W11E3,8/1/2023,Chironomini,0.25,1,2.5,CG,,,
Short,Marsh,W15,221W15E3,2/21/2023,Chironomini,0.25,1,2.5,CG,,,
Short,Marsh,W15,306W15E1,3/6/2023,Chironomini,1.402879531,1,2.5,CG,,,
Intermediate,Marsh,W21,306W21E2,3/6/2023,Chironomini,4.165215461,1,2.5,CG,,,
Intermediate,Marsh,W21,705W21E1,7/5/2023,Chironomini,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W21,801W21E1,8/1/2023,Chironomini,1.402879531,1,2.5,CG,,,
Short,Swamp,W32,306W32E1,3/6/2023,Chironomini,0.4725016021,1,2.5,CG,,,
Short,Swamp,W32,306W32E2,3/6/2023,Chironomini,3.510225389,3,7.5,CG,,,
Short,Swamp,W32,306W32E3,3/6/2023,Chironomini,1.402879531,1,2.5,CG,,,
Short,Swamp,W32,321W32E1,3/21/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Short,Swamp,W32,321W32E2,3/21/2023,Chironomini,5.21888839,2,5,CG,,,
Short,Swamp,W32,321W32E3,3/21/2023,Chironomini,3.128404598,1,2.5,CG,,,
Short,Swamp,W32,405W32E1,4/5/2023,Chironomini,4.182077527,2,5,CG,,,
Short,Swamp,W32,405W32E2,4/5/2023,Chironomini,10.7599577,6,15,CG,,,
Short,Swamp,W32,405W32E3,4/5/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Short,Swamp,W32,420W32E1,4/20/2023,Chironomini,12.94335909,5,12.5,CG,,,
Short,Swamp,W32,420W32E2,4/20/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Short,Swamp,W32,420W32E3,4/20/2023,Chironomini,8.242593056,7,17.5,CG,,,
Short,Swamp,W32,503W32E2,5/3/2023,Chironomini,5.305715167,1,2.5,CG,,,
Short,Swamp,W32,503W32E3,5/3/2023,Chironomini,4.165215461,1,2.5,CG,,,
Short,Swamp,W32,531W32E2,5/31/2023,Chironomini,2.107345858,2,5,CG,,,
Short,Swamp,W32,622W32E3,6/22/2023,Chironomini,1.68726499,3,7.5,CG,,,
Short,Swamp,W32,705W32E1,7/5/2023,Chironomini,3.794610848,5,12.5,CG,,,
Short,Swamp,W32,705W32E2,7/5/2023,Chironomini,2.226785356,3,7.5,CG,,,
Short,Swamp,W32,705W32E3,7/5/2023,Chironomini,1.214763387,2,5,CG,,,
Short,Swamp,W32,801W32E1,8/1/2023,Chironomini,4.495221672,6,15,CG,,,
Short,Swamp,W32,801W32E2,8/1/2023,Chironomini,8.04544014,10,25,CG,,,
Short,Marsh,W37,221W37E1,2/21/2023,Chironomini,1.402879531,1,2.5,CG,,,
Short,Marsh,W37,306W37E2,3/6/2023,Chironomini,3.128404598,1,2.5,CG,,,
Short,Marsh,W37,405W37E2,4/5/2023,Chironomini,10.42202466,3,7.5,CG,,,
Short,Marsh,W37,420W37E1,4/20/2023,Chironomini,5.33221483,2,5,CG,,,
Short,Marsh,W37,517W37E2,5/17/2023,Chironomini,1.402879531,1,2.5,CG,,,
Short,Marsh,W37,615W37E2,6/15/2023,Chironomini,3.999744946,3,7.5,CG,,,
Short,Marsh,W37,705W37E1,7/5/2023,Chironomini,12.97607633,8,20,CG,,,
Short,Marsh,W37,705W37E2,7/5/2023,Chironomini,6.364645637,5,12.5,CG,,,
Short,Marsh,W37,705W37E3,7/5/2023,Chironomini,12.50357473,7,17.5,CG,,,
Short,Marsh,W37,719W37E2,7/19/2023,Chironomini,2.203810232,1,2.5,CG,,,
Short,Marsh,W37,719W37E3,7/19/2023,Chironomini,3.128404598,1,2.5,CG,,,
Short,Marsh,W37,801W37E2,8/1/2023,Chironomini,3.257483161,2,5,CG,,,
Short,Marsh,W37,801W37E3,8/1/2023,Chironomini,0.4725016021,1,2.5,CG,,,
Long,Marsh,W42,420W42E2,4/20/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Marsh,W42,420W42E3,4/20/2023,Chironomini,1.053672929,1,2.5,CG,,,
Long,Marsh,W42,503W42E1,5/3/2023,Chironomini,7.448043923,4,10,CG,,,
Long,Marsh,W42,503W42E2,5/3/2023,Chironomini,18.77717436,8,20,CG,,,
Long,Marsh,W42,615W42E1,6/15/2023,Chironomini,18.80240355,8,20,CG,,,
Long,Marsh,W42,615W42E3,6/15/2023,Chironomini,1.053672929,1,2.5,CG,,,
Long,Marsh,W42,705W42E1,7/5/2023,Chironomini,15.51649982,13,32.5,CG,,,
Long,Marsh,W42,705W42E2,7/6/2023,Chironomini,62.29423335,30,75,CG,,,
Long,Marsh,W42,705W42E3,7/5/2023,Chironomini,11.88497661,6,15,CG,,,
Long,Marsh,W42,719W42E1,7/19/2023,Chironomini,1.402879531,1,2.5,CG,,,
Long,Marsh,W42,719W42E2,7/19/2023,Chironomini,2.203810232,1,2.5,CG,,,
Long,Marsh,W42,719W42E3,7/19/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Marsh,W42,801W42E1,8/1/2023,Chironomini,18.36214747,10,25,CG,,,
Long,Marsh,W42,801W42E2,8/1/2023,Chironomini,8.170588081,6,15,CG,,,
Long,Marsh,W46,405W46E1,4/5/2023,Chironomini,1.402879531,1,2.5,CG,,,
Long,Marsh,W46,420W46E1,4/20/2023,Chironomini,2.45655246,2,5,CG,,,
Long,Marsh,W46,420W46E3,4/20/2023,Chironomini,2.45655246,2,5,CG,,,
Long,Marsh,W46,503W46E1,5/3/2023,Chironomini,2.45655246,2,5,CG,,,
Long,Marsh,W46,503W46E2,5/3/2023,Chironomini,8.46343485,5,12.5,CG,,,
Long,Marsh,W46,517W46E2,5/17/2023,Chironomini,6.737909783,5,12.5,CG,,,
Long,Marsh,W46,531W46E1,5/31/2023,Chironomini,24.92482103,15,37.5,CG,,,
Long,Marsh,W46,531W46E2,5/31/2023,Chironomini,10.29871144,9,22.5,CG,,,
Long,Marsh,W46,622W46E1,6/22/2023,Chironomini,63.94261584,47,117.5,CG,,,
Long,Marsh,W46,622W46E2,6/22/2023,Chironomini,26.49571915,21,52.5,CG,,,
Long,Marsh,W46,622W46E3,6/22/2023,Chironomini,82.10415427,65,162.5,CG,,,
Long,Marsh,W46,705W46E2,7/5/2023,Chironomini,81.32332234,80,200,CG,,,
Long,Marsh,W46,719W46E1,7/19/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Marsh,W46,719W46E2,7/19/2023,Chironomini,16.81571729,10,25,CG,,,
Long,Marsh,W46,801W46E1,8/1/2023,Chironomini,5.617571247,5,12.5,CG,,,
Intermediate,Swamp,W52,306W52E1,3/6/2023,Chironomini,0.25,1,2.5,CG,,,
Intermediate,Swamp,W52,306W52E2,3/6/2023,Chironomini,5.693162164,5,12.5,CG,,,
Intermediate,Swamp,W52,321W52E1,3/21/2023,Chironomini,4.563898318,4,10,CG,,,
Intermediate,Swamp,W52,405W52E3,4/5/2023,Chironomini,1.053672929,1,2.5,CG,,,
Intermediate,Swamp,W52,420W52E2,4/20/2023,Chironomini,8.455498094,5,12.5,CG,,,
Intermediate,Swamp,W52,420W52E3,4/20/2023,Chironomini,3.257483161,2,5,CG,,,
Intermediate,Swamp,W52,503W52E2,5/3/2023,Chironomini,6.558718949,7,17.5,CG,,,
Intermediate,Swamp,W52,503W52E3,5/3/2023,Chironomini,1.795934714,2,5,CG,,,
Intermediate,Swamp,W52,517W52E3,5/17/2023,Chironomini,1.795934714,2,5,CG,,,
Intermediate,Swamp,W52,531W52E1,5/31/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W52,531W52E3,5/31/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W52,622W52E2,6/22/2023,Chironomini,5.214508334,5,12.5,CG,,,
Intermediate,Swamp,W52,622W52E3,6/22/2023,Chironomini,2.5381965,3,7.5,CG,,,
Intermediate,Swamp,W52,705W52E2,7/5/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W52,705W52E3,7/5/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W52,719W52E1,7/19/2023,Chironomini,7.477356146,4,10,CG,,,
Intermediate,Swamp,W52,719W52E3,7/19/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W52,801W52E1,8/1/2023,Chironomini,3.688333803,3,7.5,CG,,,
Intermediate,Swamp,W52,801W52E3,8/1/2023,Chironomini,6.76770855,5,12.5,CG,,,
Intermediate,Marsh,W53,221W53E3,2/21/2023,Chironomini,1.787009405,1,2.5,CG,,,
Intermediate,Marsh,W53,306W53E1,3/6/2023,Chironomini,1.402879531,1,2.5,CG,,,
Intermediate,Marsh,W53,306W53E3,3/6/2023,Chironomini,3.859431991,3,7.5,CG,,,
Intermediate,Marsh,W53,321W53E2,3/21/2023,Chironomini,1.795934714,2,5,CG,,,
Intermediate,Marsh,W53,405W53E1,4/5/2023,Chironomini,3.128404598,1,2.5,CG,,,
Intermediate,Marsh,W53,405W53E2,4/5/2023,Chironomini,4.165215461,1,2.5,CG,,,
Intermediate,Marsh,W53,405W53E3,4/5/2023,Chironomini,1.402879531,1,2.5,CG,,,
Intermediate,Marsh,W53,420W53E1,4/20/2023,Chironomini,4.531284129,2,5,CG,,,
Intermediate,Marsh,W53,503W53E2,5/3/2023,Chironomini,2.805759062,2,5,CG,,,
Intermediate,Marsh,W53,517W53E3,5/17/2023,Chironomini,2.203810232,1,2.5,CG,,,
Intermediate,Marsh,W53,531W53E2,5/31/2023,Chironomini,1.402879531,1,2.5,CG,,,
Intermediate,Marsh,W53,615W53E1,6/15/2023,Chironomini,0.4725016021,1,2.5,CG,,,
Intermediate,Marsh,W53,615W53E2,6/15/2023,Chironomini,2.226785356,3,7.5,CG,,,
Intermediate,Marsh,W53,615W53E3,6/15/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Marsh,W53,705W53E1,7/5/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Marsh,W53,705W53E3,7/5/2023,Chironomini,1.402879531,1,2.5,CG,,,
Long,Swamp,W58,306W58E1,3/6/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Swamp,W58,306W58E2,3/6/2023,Chironomini,1.214763387,2,5,CG,,,
Long,Swamp,W58,321W58E2,3/21/2023,Chironomini,2.651451304,1,2.5,CG,,,
Long,Swamp,W58,405W58E2,4/5/2023,Chironomini,4.660362692,3,7.5,CG,,,
Long,Swamp,W58,405W58E3,4/5/2023,Chironomini,1.402879531,1,2.5,CG,,,
Long,Swamp,W58,420W58E1,4/20/2023,Chironomini,4.348951548,3,7.5,CG,,,
Long,Swamp,W58,420W58E2,4/20/2023,Chironomini,4.079191365,3,7.5,CG,,,
Long,Swamp,W58,503W58E1,5/3/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Swamp,W58,503W58E3,5/3/2023,Chironomini,2.203810232,1,2.5,CG,,,
Long,Swamp,W58,517W58E1,5/17/2023,Chironomini,5.810499995,3,7.5,CG,,,
Long,Swamp,W58,517W58E2,5/17/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Swamp,W58,531W58E1,5/31/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Long,Swamp,W58,531W58E2,5/31/2023,Chironomini,5.818654785,7,17.5,CG,,,
Long,Swamp,W58,622W58E1,6/22/2023,Chironomini,1.053672929,1,2.5,CG,,,
Long,Swamp,W58,622W58E3,6/22/2023,Chironomini,1.214763387,2,5,CG,,,
Long,Swamp,W58,705W58E1,7/5/2023,Chironomini,1.957025173,3,7.5,CG,,,
Long,Swamp,W58,705W58E2,7/5/2023,Chironomini,1.053672929,1,2.5,CG,,,
Long,Swamp,W58,705W58E3,7/5/2023,Chironomini,1.957025173,3,7.5,CG,,,
Long,Swamp,W58,801W58E1,8/1/2023,Chironomini,3.322109245,4,10,CG,,,
Intermediate,Swamp,W68,306W68E3,3/6/2023,Chironomini,1.787009405,1,2.5,CG,,,
Intermediate,Swamp,W68,405W68E2,4/5/2023,Chironomini,1.787009405,1,2.5,CG,,,
Intermediate,Swamp,W68,405W68E3,4/5/2023,Chironomini,2.203810232,1,2.5,CG,,,
Intermediate,Swamp,W68,420W68E1,4/20/2023,Chironomini,9.078320381,5,12.5,CG,,,
Intermediate,Swamp,W68,420W68E2,4/20/2023,Chironomini,35.18917799,12,30,CG,,,
Intermediate,Swamp,W68,420W68E3,4/20/2023,Chironomini,2.5381965,3,7.5,CG,,,
Intermediate,Swamp,W68,512W68E1,5/12/2023,Chironomini,9.672459102,8,20,CG,,,
Intermediate,Swamp,W68,512W68E2,5/12/2023,Chironomini,17.59022419,20,50,CG,,,
Intermediate,Swamp,W68,512W68E3,5/12/2023,Chironomini,12.91119131,7,17.5,CG,,,
Intermediate,Swamp,W68,517W68E1,5/17/2023,Chironomini,0.7422617853,1,2.5,CG,,,
Intermediate,Swamp,W68,517W68E3,5/17/2023,Chironomini,5.33221483,2,5,CG,,,
Intermediate,Swamp,W68,531W68E2,5/31/2023,Chironomini,11.33674897,9,22.5,CG,,,
Intermediate,Swamp,W68,531W68E3,5/31/2023,Chironomini,25.07573512,28,70,CG,,,
Intermediate,Swamp,W68,622W68E1,6/22/2023,Chironomini,4.102166489,5,12.5,CG,,,
Intermediate,Swamp,W68,622W68E3,6/22/2023,Chironomini,45.96625138,57,142.5,CG,,,
Intermediate,Swamp,W68,705W68E1,7/5/2023,Chironomini,3.870666383,2,5,CG,,,
Intermediate,Swamp,W68,705W68E2,7/5/2023,Chironomini,14.59972213,8,20,CG,,,
Intermediate,Swamp,W68,719W68E1,7/19/2023,Chironomini,1.053672929,1,2.5,CG,,,
Intermediate,Swamp,W68,719W68E2,7/19/2023,Chironomini,9.881292814,8,20,CG,,,
Intermediate,Swamp,W68,801W68E1,8/1/2023,Chironomini,0.4725016021,1,2.5,CG,,,
Intermediate,Swamp,W68,801W68E3,8/1/2023,Chironomini,6.99907098,3,7.5,CG,,,
Long,Swamp,W11,405W11E3,4/5/2023,Culiseta,2.126135093,1,2.5,CG,,,Bi_multivoltine
Long,Swamp,W11,623W11E1,6/23/2023,Cymbiodyta,3.549659788,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W11,623W11E2,6/23/2023,Cymbiodyta,13.62238488,2,5,CG,Low,Strong,Univoltine
Short,Swamp,W32,705W32E2,7/5/2023,Cymbiodyta,7.241142894,3,7.5,CG,Low,Strong,Univoltine
Short,Swamp,W32,705W32E3,7/5/2023,Cymbiodyta,7.371440997,2,5,CG,Low,Strong,Univoltine
Long,Swamp,W58,306W58E2,3/6/2023,Cymbiodyta,28.08404312,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,321W58E3,3/21/2023,Cymbiodyta,4.957726699,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,503W58E3,5/3/2023,Cymbiodyta,20.10776402,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,622W58E3,6/22/2023,Cymbiodyta,8.377088384,3,7.5,CG,Low,Strong,Univoltine
Intermediate,Marsh,W21,405W21E1,4/5/2023,Dasyhelea,1.214763387,2,5,CG,Low,Weak,Univoltine
Intermediate,Marsh,W21,420W21E3,4/20/2023,Dasyhelea,0.7422617853,1,2.5,CG,Low,Weak,Univoltine
Long,Marsh,W46,420W46E3,4/20/2023,Dasyhelea,1.402879531,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W11,719W11E1,7/19/2023,Enochrus,3.549659788,1,2.5,CG,Low,Strong,Univoltine
Intermediate,Marsh,W21,405W21E1,4/5/2023,Enochrus,5.079247498,2,5,CG,Low,Strong,Univoltine
Intermediate,Marsh,W21,420W21E2,4/20/2023,Enochrus,4.957726699,1,2.5,CG,Low,Strong,Univoltine
Short,Swamp,W32,503W32E2,5/3/2023,Enochrus,22.3376298,2,5,CG,Low,Strong,Univoltine
Long,Marsh,W42,719W42E3,7/19/2023,Enochrus,3.549659788,1,2.5,CG,Low,Strong,Univoltine
Intermediate,Marsh,W53,405W53E2,4/5/2023,Enochrus,0.4260973311,1,2.5,CG,Low,Strong,Univoltine
Intermediate,Marsh,W53,615W53E2,6/15/2023,Enochrus,9.070524786,2,5,CG,Low,Strong,Univoltine
Long,Swamp,W58,321W58E3,3/21/2023,Enochrus,3.549659788,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,503W58E3,5/3/2023,Enochrus,17.22263141,2,5,CG,Low,Strong,Univoltine
Long,Swamp,W58,705W58E2,7/5/2023,Enochrus,2.413714298,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,719W58E1,7/19/2023,Enochrus,3.549659788,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,801W58E1,8/1/2023,Enochrus,2.413714298,1,2.5,CG,Low,Strong,Univoltine
Intermediate,Swamp,W68,531W68E1,5/31/2023,Enochrus,19.8309068,4,10,CG,Low,Strong,Univoltine
Intermediate,Swamp,W68,531W68E3,5/31/2023,Enochrus,2.413714298,1,2.5,CG,Low,Strong,Univoltine
Intermediate,Swamp,W68,622W68E3,6/22/2023,Enochrus,4.827428596,2,5,CG,Low,Strong,Univoltine
Long,Swamp,W11,503W11E2,5/3/2023,Forcipomyia,0.25,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W11,623W11E1,6/23/2023,Forcipomyia,1.5,6,15,CG,Low,Weak,Univoltine
Long,Swamp,W11,623W11E3,6/23/2023,Forcipomyia,0.4725016021,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W11,705W11E1,7/5/2023,Forcipomyia,0.5,2,5,CG,Low,Weak,Univoltine
Long,Swamp,W11,705W11E3,7/5/2023,Forcipomyia,2.25,9,22.5,CG,Low,Weak,Univoltine
Long,Swamp,W11,801W11E1,8/1/2023,Forcipomyia,2.61250801,6,15,CG,Low,Weak,Univoltine
Long,Swamp,W11,801W11E2,8/1/2023,Forcipomyia,0.7225016021,2,5,CG,Low,Weak,Univoltine
Long,Swamp,W11,801W11E3,8/1/2023,Forcipomyia,0.9450032042,2,5,CG,Low,Weak,Univoltine
Short,Marsh,W15,801W15E3,8/1/2023,Forcipomyia,0.7422617853,1,2.5,CG,Low,Weak,Univoltine
Intermediate,Marsh,W21,705W21E1,7/5/2023,Forcipomyia,0.4725016021,1,2.5,CG,Low,Weak,Univoltine
Intermediate,Marsh,W21,719W21E1,7/19/2023,Forcipomyia,0.7422617853,1,2.5,CG,Low,Weak,Univoltine
Intermediate,Marsh,W21,719W21E3,7/19/2023,Forcipomyia,0.7422617853,1,2.5,CG,Low,Weak,Univoltine
Intermediate,Marsh,W21,801W21E2,8/1/2023,Forcipomyia,10.49125007,15,37.5,CG,Low,Weak,Univoltine
Short,Swamp,W32,705W32E1,7/5/2023,Forcipomyia,1.25,5,12.5,CG,Low,Weak,Univoltine
Short,Swamp,W32,705W32E2,7/5/2023,Forcipomyia,0.4184041971,3,7.5,CG,Low,Weak,Univoltine
Long,Marsh,W42,705W42E3,7/5/2023,Forcipomyia,1.053672929,1,2.5,CG,Low,Weak,Univoltine
Long,Marsh,W46,622W46E3,6/22/2023,Forcipomyia,3.835009613,10,25,CG,Low,Weak,Univoltine
Long,Marsh,W46,719W46E2,7/19/2023,Forcipomyia,0.25,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W58,719W58E2,7/19/2023,Forcipomyia,0.25,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W58,719W58E3,7/19/2023,Forcipomyia,0.25,1,2.5,CG,Low,Weak,Univoltine
Long,Swamp,W58,801W58E1,8/1/2023,Forcipomyia,3.43726499,10,25,CG,Low,Weak,Univoltine
Long,Swamp,W58,801W58E3,8/1/2023,Forcipomyia,23.1525785,49,122.5,CG,Low,Weak,Univoltine
Intermediate,Swamp,W68,306W68E3,3/6/2023,Forcipomyia,0.4725016021,1,2.5,CG,Low,Weak,Univoltine
Short,Swamp,W32,517W32E3,5/17/2023,Helocombus,28.08404312,1,2.5,CG,Low,Strong,Univoltine
Long,Marsh,W42,719W42E3,7/19/2023,Helocombus,13.67297162,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W58,531W58E3,5/31/2023,Helocombus,37.70884604,1,2.5,CG,Low,Strong,Univoltine
Long,Swamp,W11,306W11E1,3/6/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W11,306W11E2,3/6/2023,Orthocladiinae,0.4725016021,1,2.5,CG,,,
Long,Swamp,W11,306W11E3,3/6/2023,Orthocladiinae,0.25,1,2.5,CG,,,
Long,Swamp,W11,321W11E1,3/21/2023,Orthocladiinae,0.9922617853,2,5,CG,,,
