Wetland,Vegetation,Collection Date,Depth (m),Percent FullBy DepthReading,2d Area(Surface Area m2),Percentof Total2d Area,3d Area(Basin Surface Area m2),Percentof Total3d Area,Volume (m3),Percentof TotalVolume
W21,Marsh,3/16/21,1.21,49.187,27012.0703,31.8868,27015.1314,31.8833,7389.9561,8.9145
W21,Marsh,3/31/21,1.31,53.252,31953.918,37.7204,31957.5778,37.7164,10334.2538,12.4662
W21,Marsh,4/21/21,1.35,54.878,34110.8371,40.2666,34114.7446,40.2623,11655.1746,14.0596
W21,Marsh,5/6/21,1.44,58.5366,39393.1901,46.5022,39397.6665,46.4972,14957.7552,18.0435
W21,Marsh,5/18/21,1.39,56.5041,36379.5816,42.9448,36383.7407,42.9402,13064.6284,15.7598
W21,Marsh,6/4/21,1.18,47.9675,25186.3353,29.7316,25189.2343,29.7284,6609.8714,7.9735
W21,Marsh,6/30/21,0.84,34.1463,5225.3615,6.1684,5226.7822,6.1687,1377.8173,1.6621
W21,Marsh,7/21/21,0.79,32.1138,4404.6745,5.1996,4405.9649,5.1999,1137.4233,1.3721
W21,Marsh,8/3/21,0.7,28.4553,3170.0076,3.7421,3171.0817,3.7425,799.8658,0.9649
W21,Marsh,8/23/21,0.6,24.3902,2365.5413,2.7924,2366.3696,2.7928,524.6282,0.6329
W21,Marsh,9/14/21,0.53,21.5447,1889.7601,2.2308,1890.4343,2.2311,376.0548,0.4536
W21,Marsh,9/29/21,0.48,19.5122,1587.9268,1.8745,1588.5003,1.8748,289.2446,0.3489
W21,Marsh,10/12/21,0.77,31.3008,4099.957,4.8399,4101.1978,4.8402,1052.3992,1.2695
W21,Marsh,10/27/21,0.58,23.5772,2223.2688,2.6245,2224.0515,2.6248,478.7485,0.5775
W21,Marsh,11/9/21,0.5,20.3252,1704.8591,2.0125,1705.4719,2.0128,322.164,0.3886
W21,Marsh,11/22/21,0.42,17.0732,1284.4878,1.5163,1284.9389,1.5165,203.4585,0.2454
W21,Marsh,12/9/21,0.35,14.2276,980.1024,1.157,980.4195,1.1571,124.4169,0.1501
W21,Marsh,1/4/22,0.77,31.3008,4099.957,4.8399,4101.1978,4.8402,1052.3992,1.2695
W21,Marsh,1/19/22,0.61,24.7967,2438.5781,2.8787,2439.4297,2.879,548.6477,0.6618
W21,Marsh,1/31/22,0.48,19.5122,1587.9268,1.8745,1588.5003,1.8748,289.2446,0.3489
W21,Marsh,2/15/22,0.47,19.1057,1531.3611,1.8077,1531.9155,1.808,273.6492,0.3301
W21,Marsh,3/7/22,0.31,12.6016,822.3518,0.9708,822.6003,0.9708,88.4046,0.1066
W21,Marsh,3/22/22,0.4,16.2602,1193.6874,1.4091,1194.0985,1.4093,178.6818,0.2155
W21,Marsh,4/5/22,0.38,15.4472,1105.9539,1.3055,1106.3263,1.3057,155.6905,0.1878
W21,Marsh,4/25/22,0.3,12.1951,784.6364,0.9262,784.8687,0.9263,80.3702,0.097
W21,Marsh,5/10/22,0,0,0,0,0,0,0,0
W21,Marsh,5/25/22,0,0,0,0,0,0,0,0
W21,Marsh,6/8/22,0,0,0,0,0,0,0,0
W21,Marsh,6/21/22,0,0,0,0,0,0,0,0
W21,Marsh,7/6/22,0,0,0,0,0,0,0,0
W21,Marsh,7/19/22,0,0,0,0,0,0,0,0
W21,Marsh,8/2/22,0,0,0,0,0,0,0,0
W21,Marsh,8/16/22,0,0,0,0,0,0,0,0
W21,Marsh,8/30/22,0,0,0,0,0,0,0,0
W21,Marsh,9/13/22,0,0,0,0,0,0,0,0
W21,Marsh,9/27/22,0,0,0,0,0,0,0,0
W21,Marsh,10/11/22,0,0,0,0,0,0,0,0
W21,Marsh,10/25/22,0,0,0,0,0,0,0,0
W21,Marsh,11/8/22,0,0,0,0,0,0,0,0
W21,Marsh,11/22/22,0,0,0,0,0,0,0,0
W21,Marsh,12/5/22,0,0,0,0,0,0,0,0
W21,Marsh,12/19/22,0,0,0,0,0,0,0,0
W21,Marsh,1/4/23,0,0,0,0,0,0,0,0
W21,Marsh,1/18/23,0,0,0,0,0,0,0,0
W21,Marsh,1/31/23,0.39,15.8537,1149.4373,1.3569,1149.8288,1.357,166.9669,0.2014
W21,Marsh,2/16/23,0.48,19.5122,1587.9268,1.8745,1588.5003,1.8748,289.2446,0.3489
W21,Marsh,2/28/23,0.4,16.2602,1193.6874,1.4091,1194.0985,1.4093,178.6818,0.2155
W21,Marsh,3/14/23,0.31,12.6016,822.3518,0.9708,822.6003,0.9708,88.4046,0.1066
W21,Marsh,4/4/23,0.34,13.8211,939.6314,1.1092,939.9308,1.1093,114.8188,0.1385
W21,Marsh,4/17/23,0,0,0,0,0,0,0,0
W21,Marsh,5/2/23,0,0,0,0,0,0,0,0
W21,Marsh,5/16/23,0,0,0,0,0,0,0,0
W21,Marsh,5/30/23,0,0,0,0,0,0,0,0
W21,Marsh,6/13/23,0,0,0,0,0,0,0,0
W21,Marsh,6/28/23,0.36,14.6341,1021.2872,1.2056,1021.6224,1.2057,134.4232,0.1622
W21,Marsh,7/11/23,0.26,10.5691,640.6641,0.7563,640.8352,0.7563,51.9009,0.0626
W21,Marsh,7/25/23,0,0,0,0,0,0,0,0
W21,Marsh,8/8/23,0,0,0,0,0,0,0,0
W21,Marsh,8/22/23,0,0,0,0,0,0,0,0
W21,Marsh,9/7/23,0,0,0,0,0,0,0,0
W21,Marsh,9/19/23,0,0,0,0,0,0,0,0
W21,Marsh,10/3/23,0,0,0,0,0,0,0,0
W21,Marsh,10/17/23,0,0,0,0,0,0,0,0
W21,Marsh,11/1/23,0,0,0,0,0,0,0,0
W21,Marsh,11/13/23,0,0,0,0,0,0,0,0
W21,Marsh,11/28/23,0,0,0,0,0,0,0,0
W21,Marsh,12/12/23,0.28,11.3821,711.2724,0.8396,711.4734,0.8397,65.4157,0.0789
W32,Swamp,1/6/98,0.61,100,39037.5781,100,39040.7077,100,6784.4306,100
W32,Swamp,1/15/98,0.64,104.915199,186299.546,102.154625,186286.336,102.168273,8226.49538,121.256981
W32,Swamp,1/21/98,0.62,101.636599,170060.308,99.7303819,170048.144,99.7426525,7298.34461,107.576272
W32,Swamp,1/28/98,0.64,104.915199,186299.546,102.154625,186286.336,102.168273,8226.49538,121.256981
W32,Swamp,2/4/98,0.67,109.833099,211988.918,102.858936,211974.064,102.87505,9765.01314,143.934337
W32,Swamp,2/11/98,0.63,103.275899,178088.986,101.116376,178076.304,101.129311,7752.92787,114.276715
W32,Swamp,2/19/98,0.65,106.554499,194688.748,102.813224,194675,102.827639,8719.43813,128.522831
W32,Swamp,2/25/98,0.66,108.193799,203253.112,103.059286,203238.816,103.074521,9232.14706,136.080029
W32,Swamp,3/3/98,0.65,106.554499,194688.748,102.813224,194675,102.827639,8719.43813,128.522831
W32,Swamp,3/11/98,0.64,104.915199,186299.546,102.154625,186286.336,102.168273,8226.49538,121.256981
W32,Swamp,3/21/98,0.67,109.833099,211988.918,102.858936,211974.064,102.87505,9765.01314,143.934337
W32,Swamp,3/25/98,0.63,103.275899,178088.986,101.116376,178076.304,101.129311,7752.92787,114.276715
W32,Swamp,4/2/98,0.61,100,39037.5781,100,39040.7077,100,6784.4306,100
W32,Swamp,4/8/98,0.64,104.915199,186299.546,102.154625,186286.336,102.168273,8226.49538,121.256981
W32,Swamp,4/22/98,0.6,98.3607,37706.4356,96.5901,37709.5112,96.5902,6400.8541,94.3462
W32,Swamp,4/27/98,0.54,88.5246,30464.2558,78.0383,30466.9896,78.039,4355.0042,64.1912
W32,Swamp,5/6/98,0.48,78.6885,23785.8253,60.9306,23788.2082,60.9318,2726.2408,40.1838
W32,Swamp,5/12/98,0.44,72.1311,18721.0866,47.9566,18723.2332,47.9582,1875.6741,27.6467
W32,Swamp,5/21/98,0.3,49.1803,3701.9816,9.4831,3703.4337,9.4861,498.8113,7.3523
W32,Swamp,5/26/98,0.18,29.5082,1951.5374,4.9991,1952.5298,5.0013,169.1346,2.493
W32,Swamp,6/1/98,0.11,18.0328,950.4609,2.4347,951.2287,2.4365,59.0676,0.8706
W32,Swamp,6/9/98,0,0,0,0,0,0,0,0
W32,Swamp,6/17/98,0,0,0,0,0,0,0,0
W32,Swamp,6/22/98,0,0,0,0,0,0,0,0
W32,Swamp,7/1/98,0,0,0,0,0,0,0,0
W32,Swamp,7/7/98,0,0,0,0,0,0,0,0
W32,Swamp,7/13/98,0,0,0,0,0,0,0,0
W32,Swamp,7/22/98,0,0,0,0,0,0,0,0
W32,Swamp,7/30/98,0,0,0,0,0,0,0,0
W32,Swamp,8/5/98,0,0,0,0,0,0,0,0
W32,Swamp,8/12/98,0,0,0,0,0,0,0,0
W32,Swamp,8/19/98,0,0,0,0,0,0,0,0
W32,Swamp,8/26/98,0,0,0,0,0,0,0,0
W32,Swamp,9/2/98,0,0,0,0,0,0,0,0
W32,Swamp,9/9/98,0,0,0,0,0,0,0,0
W32,Swamp,9/16/98,0,0,0,0,0,0,0,0
W32,Swamp,9/23/98,0,0,0,0,0,0,0,0
W32,Swamp,9/30/98,0,0,0,0,0,0,0,0
W32,Swamp,10/9/98,0.41,67.2131,15212.4519,38.9687,15214.4258,38.9707,1366.4648,20.1412
W32,Swamp,10/13/98,0.34,55.7377,4732.8479,12.1238,4734.4687,12.127,665.3286,9.8067
W32,Swamp,10/21/98,0.26,42.623,2999.2249,7.6829,3000.5148,7.6856,365.6104,5.389
W32,Swamp,10/28/98,0.08,13.1148,475.2114,1.2173,475.8774,1.2189,38.5475,0.5682
W32,Swamp,11/4/98,0.09,14.7541,595.1823,1.5246,595.8811,1.5263,43.8675,0.6466
W32,Swamp,11/11/98,0.16,26.2295,1725.4217,4.4199,1726.3465,4.4219,132.3886,1.9514
W32,Swamp,11/18/98,0.14,22.9508,1513.4919,3.877,1514.3518,3.8789,100.0231,1.4743
W32,Swamp,11/23/98,0.14,22.9508,1513.4919,3.877,1514.3518,3.8789,100.0231,1.4743
W32,Swamp,12/2/98,0.04,6.5574,210.5151,0.5393,211.0584,0.5406,25.4729,0.3755
W32,Swamp,12/9/98,0,0,0,0,0,0,0,0
W32,Swamp,12/16/98,0,0,0,0,0,0,0,0
W32,Swamp,12/23/98,0,0,0,0,0,0,0,0
W32,Swamp,12/30/98,0.14,22.9508,1513.4919,3.877,1514.3518,3.8789,100.0231,1.4743
W32,Swamp,1/6/99,0.16,26.2295,1725.4217,4.4199,1726.3465,4.4219,132.3886,1.9514
W32,Swamp,1/20/99,0.25,40.9836,2855.2419,7.3141,2856.4924,7.3167,336.3413,4.9575
W32,Swamp,2/3/99,0.44,72.1311,18721.0866,47.9566,18723.2332,47.9582,1875.6741,27.6467
W32,Swamp,2/17/99,0.38,62.2951,11081.9288,28.3878,11083.7376,28.3902,971.7574,14.3233
W32,Swamp,3/3/99,0.44,72.1311,18721.0866,47.9566,18723.2332,47.9582,1875.6741,27.6467
W32,Swamp,3/17/99,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,3/31/99,0.33,54.0984,4392.9169,11.253,4394.4947,11.2562,619.8639,9.1366
W32,Swamp,4/14/99,0.13,21.3115,1412.8466,3.6192,1413.6751,3.621,85.3944,1.2587
W32,Swamp,4/28/99,0,0,0,0,0,0,0,0
W32,Swamp,5/12/99,0,0,0,0,0,0,0,0
W32,Swamp,5/27/99,0,0,0,0,0,0,0,0
W32,Swamp,6/9/99,0,0,0,0,0,0,0,0
W32,Swamp,6/23/99,0,0,0,0,0,0,0,0
W32,Swamp,7/7/99,0,0,0,0,0,0,0,0
W32,Swamp,7/21/99,0.45,73.7705,19947.7993,51.099,19950.0043,51.1005,2068.9595,30.4957
W32,Swamp,8/3/99,0.16,26.2295,1725.4217,4.4199,1726.3465,4.4219,132.3886,1.9514
W32,Swamp,8/19/99,0,0,0,0,0,0,0,0
W32,Swamp,8/30/99,0,0,0,0,0,0,0,0
W32,Swamp,9/15/99,0,0,0,0,0,0,0,0
W32,Swamp,9/29/99,0,0,0,0,0,0,0,0
W32,Swamp,10/13/99,0,0,0,0,0,0,0,0
W32,Swamp,10/28/99,0,0,0,0,0,0,0,0
W32,Swamp,11/10/99,0,0,0,0,0,0,0,0
W32,Swamp,11/23/99,0,0,0,0,0,0,0,0
W32,Swamp,12/9/99,0,0,0,0,0,0,0,0
W32,Swamp,12/22/99,0,0,0,0,0,0,0,0
W32,Swamp,1/5/00,0,0,0,0,0,0,0,0
W32,Swamp,1/20/00,0,0,0,0,0,0,0,0
W32,Swamp,2/2/00,0,0,0,0,0,0,0,0
W32,Swamp,2/13/00,0,0,0,0,0,0,0,0
W32,Swamp,3/2/00,0,0,0,0,0,0,0,0
W32,Swamp,3/15/00,0,0,0,0,0,0,0,0
W32,Swamp,3/30/00,0,0,0,0,0,0,0,0
W32,Swamp,4/12/00,0,0,0,0,0,0,0,0
W32,Swamp,4/28/00,0,0,0,0,0,0,0,0
W32,Swamp,5/10/00,0,0,0,0,0,0,0,0
W32,Swamp,5/24/00,0,0,0,0,0,0,0,0
W32,Swamp,7/5/00,0,0,0,0,0,0,0,0
W32,Swamp,7/19/00,0,0,0,0,0,0,0,0
W32,Swamp,8/3/00,0,0,0,0,0,0,0,0
W32,Swamp,8/16/00,0,0,0,0,0,0,0,0
W32,Swamp,8/30/00,0,0,0,0,0,0,0,0
W32,Swamp,9/13/00,0,0,0,0,0,0,0,0
W32,Swamp,9/25/00,0,0,0,0,0,0,0,0
W32,Swamp,10/12/00,0,0,0,0,0,0,0,0
W32,Swamp,10/24/00,0,0,0,0,0,0,0,0
W32,Swamp,11/8/00,0,0,0,0,0,0,0,0
W32,Swamp,11/22/00,0,0,0,0,0,0,0,0
W32,Swamp,12/7/00,0,0,0,0,0,0,0,0
W32,Swamp,12/20/00,0,0,0,0,0,0,0,0
W32,Swamp,1/3/01,0,0,0,0,0,0,0,0
W32,Swamp,1/18/01,0,0,0,0,0,0,0,0
W32,Swamp,1/31/01,0,0,0,0,0,0,0,0
W32,Swamp,2/14/01,0,0,0,0,0,0,0,0
W32,Swamp,2/28/01,0,0,0,0,0,0,0,0
W32,Swamp,3/5/01,0.1,16.3934,753.5988,1.9304,754.3316,1.9322,50.5793,0.7455
W32,Swamp,3/16/01,0.5,81.9672,26027.193,66.6722,26029.6917,66.6732,3224.3875,47.5263
W32,Swamp,4/10/01,0.57,93.4426,34133.7978,87.4383,34136.7105,87.4388,5323.2862,78.4633
W32,Swamp,4/25/01,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,5/9/01,0.27,44.2623,3151.7715,8.0737,3153.1014,8.0764,396.3528,5.8421
W32,Swamp,5/23/01,0.25,40.9836,2855.2419,7.3141,2856.4924,7.3167,336.3413,4.9575
W32,Swamp,6/8/01,0.24,39.3443,2715.1306,6.9552,2716.3422,6.9577,308.4927,4.5471
W32,Swamp,6/22/01,0.46,75.4098,21245.0699,54.4221,21247.3339,54.4235,2274.8675,33.5307
W32,Swamp,7/5/01,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,7/18/01,0.18,29.5082,1951.5374,4.9991,1952.5298,5.0013,169.1346,2.493
W32,Swamp,8/3/01,0.08,13.1148,475.2114,1.2173,475.8774,1.2189,38.5475,0.5682
W32,Swamp,8/15/01,0,0,0,0,0,0,0,0
W32,Swamp,8/29/01,0,0,0,0,0,0,0,0
W32,Swamp,9/11/01,0,0,0,0,0,0,0,0
W32,Swamp,9/26/01,0,0,0,0,0,0,0,0
W32,Swamp,10/11/01,0,0,0,0,0,0,0,0
W32,Swamp,1/4/02,0,0,0,0,0,0,0,0
W32,Swamp,1/16/02,0,0,0,0,0,0,0,0
W32,Swamp,2/1/02,0,0,0,0,0,0,0,0
W32,Swamp,2/15/02,0,0,0,0,0,0,0,0
W32,Swamp,2/26/02,0,0,0,0,0,0,0,0
W32,Swamp,3/13/02,0,0,0,0,0,0,0,0
W32,Swamp,3/27/02,0,0,0,0,0,0,0,0
W32,Swamp,4/8/02,0.13,21.3115,1412.8466,3.6192,1413.6751,3.621,85.3944,1.2587
W32,Swamp,4/24/02,0.28,45.9016,3319.7175,8.5039,3321.0878,8.5067,428.6974,6.3188
W32,Swamp,5/9/02,0,0,0,0,0,0,0,0
W32,Swamp,5/25/02,0,0,0,0,0,0,0,0
W32,Swamp,6/19/02,0,0,0,0,0,0,0,0
W32,Swamp,7/17/02,0,0,0,0,0,0,0,0
W32,Swamp,7/31/02,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,8/14/02,0.36,59.0164,6832.5078,17.5024,6834.2185,17.5054,776.0732,11.439
W32,Swamp,8/28/02,0.2,32.7869,2191.8388,5.6147,2192.9015,5.617,210.5447,3.1034
W32,Swamp,9/10/02,0,0,0,0,0,0,0,0
W32,Swamp,9/26/02,0.5,81.9672,26027.193,66.6722,26029.6917,66.6732,3224.3875,47.5263
W32,Swamp,10/16/02,0.45,73.7705,19947.7993,51.099,19950.0043,51.1005,2068.9595,30.4957
W32,Swamp,11/6/02,0.48,78.6885,23785.8253,60.9306,23788.2082,60.9318,2726.2408,40.1838
W32,Swamp,11/21/02,0.52,85.2459,28272.6294,72.4241,28275.2442,72.425,3767.4159,55.5303
W32,Swamp,12/3/02,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,12/18/02,0.43,70.4918,17550.6313,44.9583,17552.7201,44.96,1694.3558,24.9742
W32,Swamp,1/2/03,0.51,83.6066,27152.2769,69.5542,27154.8335,69.5552,3490.2867,51.4455
W32,Swamp,1/13/03,0.46,75.4098,21245.0699,54.4221,21247.3339,54.4235,2274.8675,33.5307
W32,Swamp,2/5/03,0.39,63.9344,12435.8867,31.8562,12437.7485,31.8584,1089.2993,16.0559
W32,Swamp,2/17/03,0.46,75.4098,21245.0699,54.4221,21247.3339,54.4235,2274.8675,33.5307
W32,Swamp,3/5/03,0.62,101.636599,170060.308,99.7303819,170048.144,99.7426525,7298.34461,107.576272
W32,Swamp,3/18/03,0.62,101.636599,170060.308,99.7303819,170048.144,99.7426525,7298.34461,107.576272
W32,Swamp,4/1/03,0.56,91.8033,32902.1378,84.2832,32904.9933,84.2838,4988.0829,73.5225
W32,Swamp,4/10/03,0.64,104.915199,186299.546,102.154625,186286.336,102.168273,8226.49538,121.256981
W32,Swamp,5/5/03,0.57,93.4426,34133.7978,87.4383,34136.7105,87.4388,5323.2862,78.4633
W32,Swamp,5/15/03,0.5,81.9672,26027.193,66.6722,26029.6917,66.6732,3224.3875,47.5263
W32,Swamp,5/28/03,0.5,81.9672,26027.193,66.6722,26029.6917,66.6732,3224.3875,47.5263
W32,Swamp,6/10/03,0.49,80.3279,24907.5309,63.804,24909.9719,63.8051,2969.7206,43.7726
W32,Swamp,6/26/03,0.45,73.7705,19947.7993,51.099,19950.0043,51.1005,2068.9595,30.4957
W32,Swamp,7/8/03,0.46,75.4098,21245.0699,54.4221,21247.3339,54.4235,2274.8675,33.5307
W32,Swamp,7/21/03,0.49,80.3279,24907.5309,63.804,24909.9719,63.8051,2969.7206,43.7726
W32,Swamp,8/6/03,0.5,81.9672,26027.193,66.6722,26029.6917,66.6732,3224.3875,47.5263
W32,Swamp,8/20/03,0.59,96.7213,36501.0076,93.5022,36504.0297,93.5025,6029.8989,88.8785
W32,Swamp,9/3/03,0.54,88.5246,30464.2558,78.0383,30466.9896,78.039,4355.0042,64.1912
W32,Swamp,9/17/03,0.45,73.7705,19947.7993,51.099,19950.0043,51.1005,2068.9595,30.4957
W32,Swamp,9/29/03,0.43,70.4918,17550.6313,44.9583,17552.7201,44.96,1694.3558,24.9742
W32,Swamp,10/15/03,0.39,63.9344,12435.8867,31.8562,12437.7485,31.8584,1089.2993,16.0559
W32,Swamp,10/29/03,0.39,63.9344,12435.8867,31.8562,12437.7485,31.8584,1089.2993,16.0559
W32,Swamp,11/12/03,0.28,45.9016,3319.7175,8.5039,3321.0878,8.5067,428.6974,6.3188
W32,Swamp,11/24/03,0.31,50.8197,3916.2996,10.0321,3917.7933,10.0351,536.8898,7.9136
W32,Swamp,12/12/03,0.39,63.9344,12435.8867,31.8562,12437.7485,31.8584,1089.2993,16.0559
W32,Swamp,12/23/03,0.37,60.6557,9793.7239,25.0879,9795.4823,25.0904,867.4456,12.7858
W32,Swamp,1/8/04,0.35,57.377,5427.7052,13.9038,5429.3703,13.9069,715.7358,10.5497
W32,Swamp,1/21/04,0.32,52.459,4146.0751,10.6207,4147.6106,10.6238,577.1888,8.5075
W32,Swamp,2/4/04,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,2/18/04,0.58,95.082,35337.6349,90.5221,35340.6029,90.5224,5670.6655,83.5835
W32,Swamp,3/3/04,0.48,78.6885,23785.8253,60.9306,23788.2082,60.9318,2726.2408,40.1838
W32,Swamp,3/17/04,0.45,73.7705,19947.7993,51.099,19950.0043,51.1005,2068.9595,30.4957
W32,Swamp,3/31/04,0.37,60.6557,9793.7239,25.0879,9795.4823,25.0904,867.4456,12.7858
W32,Swamp,4/19/04,0,0,0,0,0,0,0,0
W32,Swamp,4/28/04,0,0,0,0,0,0,0,0
W32,Swamp,5/13/04,0.1,16.3934,753.5988,1.9304,754.3316,1.9322,50.5793,0.7455
W32,Swamp,5/27/04,0,0,0,0,0,0,0,0
W32,Swamp,6/9/04,0,0,0,0,0,0,0,0
W32,Swamp,6/23/04,0,0,0,0,0,0,0,0
W32,Swamp,7/7/04,0,0,0,0,0,0,0,0
W32,Swamp,7/21/04,0,0,0,0,0,0,0,0
W32,Swamp,8/2/04,0,0,0,0,0,0,0,0
W32,Swamp,8/17/04,0,0,0,0,0,0,0,0
W32,Swamp,9/4/04,0,0,0,0,0,0,0,0
W32,Swamp,9/13/04,0,0,0,0,0,0,0,0
W32,Swamp,9/28/04,0.26,42.623,2999.2249,7.6829,3000.5148,7.6856,365.6104,5.389
W32,Swamp,10/11/04,0,0,0,0,0,0,0,0
W32,Swamp,10/25/04,0,0,0,0,0,0,0,0
W32,Swamp,11/10/04,0,0,0,0,0,0,0,0
W32,Swamp,11/22/04,0,0,0,0,0,0,0,0
W32,Swamp,12/8/04,0.29,47.541,3503.1208,8.9737,3504.5319,8.9766,462.7987,6.8215
W32,Swamp,12/20/04,0.28,45.9016,3319.7175,8.5039,3321.0878,8.5067,428.6974,6.3188
W32,Swamp,1/4/05,0.38,62.2951,11081.9288,28.3878,11083.7376,28.3902,971.7574,14.3233
W32,Swamp,1/18/05,0.42,68.8525,16401.5153,42.0147,16403.5467,42.0165,1524.5684,22.4716
W32,Swamp,2/3/05,0.43,70.4918,17550.6313,44.9583,17552.7201,44.96,1694.3558,24.9742
W32,Swamp,2/15/05,0.41,67.2131,15212.4519,38.9687,15214.4258,38.9707,1366.4648,20.1412
W32,Swamp,3/2/05,0.21,34.4262,2317.3091,5.9361,2318.4081,5.9384,233.0875,3.4356
W32,Swamp,3/16/05,0.43,70.4918,17550.6313,44.9583,17552.7201,44.96,1694.3558,24.9742
W32,Swamp,3/30/05,0.62,101.636599,170060.308,99.7303819,170048.144,99.7426525,7298.34461,107.576272
W32,Swamp,4/19/05,0.6,98.3607,37706.4356,96.5901,37709.5112,96.5902,6400.8541,94.3462
W32,Swamp,4/27/05,0.6,98.3607,37706.4356,96.5901,37709.5112,96.5902,6400.8541,94.3462
W32,Swamp,5/25/05,0.5,81.9672,26027.193,66.6722,26029.6917,66.6732,3224.3875,47.5263
W32,Swamp,6/6/05,0.53,86.8852,29385.836,75.2758,29388.5098,75.2766,4055.7151,59.7797
W32,Swamp,6/21/05,0.51,83.6066,27152.2769,69.5542,27154.8335,69.5552,3490.2867,51.4455
W32,Swamp,7/5/05,0.44,72.1311,18721.0866,47.9566,18723.2332,47.9582,1875.6741,27.6467
W32,Swamp,7/19/05,0.59,96.7213,36501.0076,93.5022,36504.0297,93.5025,6029.8989,88.8785
W32,Swamp,8/2/05,0.55,90.1639,31641.9211,81.055,31644.7162,81.0557,4665.3384,68.7654
W32,Swamp,8/15/05,0.55,90.1639,31641.9211,81.055,31644.7162,81.0557,4665.3384,68.7654
W32,Swamp,8/30/05,0.57,93.4426,34133.7978,87.4383,34136.7105,87.4388,5323.2862,78.4633
W32,Swamp,9/12/05,0.39,63.9344,12435.8867,31.8562,12437.7485,31.8584,1089.2993,16.0559
W32,Swamp,9/26/05,0.2,32.7869,2191.8388,5.6147,2192.9015,5.617,210.5447,3.1034
W32,Swamp,10/11/05,0.12,19.6721,1315.7477,3.3705,1316.5455,3.3722,71.7544,1.0576
W32,Swamp,10/24/05,0,0,0,0,0,0,0,0
W32,Swamp,11/11/05,0,0,0,0,0,0,0,0
W32,Swamp,11/22/05,0,0,0,0,0,0,0,0
W32,Swamp,12/7/05,0.15,24.5902,1617.6836,4.1439,1618.5756,4.1459,115.676,1.705
W32,Swamp,12/19/05,0.23,37.7049,2578.8892,6.6062,2580.0626,6.6086,282.0258,4.157
W32,Swamp,1/4/06,0.49,80.3279,24907.5309,63.804,24909.9719,63.8051,2969.7206,43.7726
W32,Swamp,1/18/06,0.49,80.3279,24907.5309,63.804,24909.9719,63.8051,2969.7206,43.7726
W32,Swamp,2/1/06,0.57,93.4426,34133.7978,87.4383,34136.7105,87.4388,5323.2862,78.4633
W32,Swamp,2/15/06,0.49,80.3279,24907.5309,63.804,24909.9719,63.8051,2969.7206,43.7726
W32,Swamp,3/1/06,0.49,80.3279,24907.5309,63.804,24909.9719,63.8051,2969.7206,43.7726
W32,Swamp,3/14/06,0.44,72.1311,18721.0866,47.9566,18723.2332,47.9582,1875.6741,27.6467
W32,Swamp,3/27/06,0.35,57.377,5427.7052,13.9038,5429.3703,13.9069,715.7358,10.5497
W32,Swamp,4/11/06,0.17,27.8689,1836.7063,4.705,1837.6646,4.707,150.1963,2.2138
W32,Swamp,4/25/06,0,0,0,0,0,0,0,0
W32,Swamp,5/8/06,0,0,0,0,0,0,0,0
W32,Swamp,5/23/06,0,0,0,0,0,0,0,0
W32,Swamp,6/5/06,0.04,6.5574,210.5151,0.5393,211.0584,0.5406,25.4729,0.3755
W32,Swamp,6/21/06,0.04,6.5574,210.5151,0.5393,211.0584,0.5406,25.4729,0.3755
W32,Swamp,7/4/06,0,0,0,0,0,0,0,0
W32,Swamp,7/18/06,0,0,0,0,0,0,0,0
W32,Swamp,8/1/06,0,0,0,0,0,0,0,0
W32,Swamp,8/15/06,0,0,0,0,0,0,0,0
W32,Swamp,8/30/06,0,0,0,0,0,0,0,0
W32,Swamp,9/14/06,0,0,0,0,0,0,0,0
W32,Swamp,9/26/06,0,0,0,0,0,0,0,0
W32,Swamp,10/11/06,0,0,0,0,0,0,0,0
W32,Swamp,10/25/06,0,0,0,0,0,0,0,0
W32,Swamp,11/8/06,0,0,0,0,0,0,0,0
W32,Swamp,11/22/06,0,0,0,0,0,0,0,0
W32,Swamp,12/6/06,0,0,0,0,0,0,0,0
W32,Swamp,12/18/06,0,0,0,0,0,0,0,0
W32,Swamp,1/3/07,0,0,0,0,0,0,0,0
W32,Swamp,1/17/07,0.24,39.3443,2715.1306,6.9552,2716.3422,6.9577,308.4927,4.5471
W32,Swamp,1/30/07,0.35,57.377,5427.7052,13.9038,5429.3703,13.9069,715.7358,10.5497
W32,Swamp,2/12/07,0.46,75.4098,21245.0699,54.4221,21247.3339,54.4235,2274.8675,33.5307
W32,Swamp,2/27/07,0.41,67.2131,15212.4519,38.9687,15214.4258,38.9707,1366.4648,20.1412
W32,Swamp,3/12/07,0.43,70.4918,17550.6313,44.9583,17552.7201,44.96,1694.3558,24.9742
W32,Swamp,4/2/07,0.31,50.8197,3916.2996,10.0321,3917.7933,10.0351,536.8898,7.9136
