CoV,HLength,Type,Wetland,Sample,Date_collected,Taxa,Insect,tot_biomass,Count,FFG,Female dispersal distance,Adult flyer strength,Voltanism
0.3195769,Intermediate,Marsh,W53,622W53B1,6/22/2023,Berosus,Insect,0.3682439745,6,HB,Low,Strong,Univoltine
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Berosus,Insect,10.39758982,3,HB,Low,Strong,Univoltine
0.3163063,Long,Swamp,W58,307W58B2,3/7/2023,Berosus,Insect,8.043105609,1,HB,Low,Strong,Univoltine
0.3163063,Long,Swamp,W58,307W58B3,3/7/2023,Berosus,Insect,3.465863273,1,HB,Low,Strong,Univoltine
0.3916141,Long,Swamp,W11,307W11B3,3/7/2023,Corixinae,Insect,0.3320248479,1,HB,High,***,Bi_multivoltine
0.3916141,Long,Swamp,W11,412W11B3,4/12/2023,Corixinae,Insect,0.06756223108,2,HB,High,***,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Corixinae,Insect,0.3888065493,6,HB,High,***,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,307W21B2,3/7/2023,Corixinae,Insect,0.324491445,5,HB,High,***,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,307W21B3,3/7/2023,Corixinae,Insect,0.1738474539,3,HB,High,***,Bi_multivoltine
0.4723248,Short,Swamp,W32,209W32B1,2/9/2023,Corixinae,Insect,0.882117427,1,HB,High,***,Bi_multivoltine
0.4723248,Short,Swamp,W32,412W32B3,4/12/2023,Corixinae,Insect,2.599950094,2,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,209W37B3,2/9/2023,Corixinae,Insect,0.07532199555,1,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B2,3/7/2023,Corixinae,Insect,1.216401052,12,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Corixinae,Insect,1.028785085,15,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Corixinae,Insect,0.1736776398,1,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,622W37B2,6/22/2023,Corixinae,Insect,1.444116706,9,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B2,2/9/2023,Corixinae,Insect,1.841996686,5,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B3,2/9/2023,Corixinae,Insect,3.290226099,5,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,307W42B1,3/7/2023,Corixinae,Insect,1.202890459,3,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,307W42B2,3/7/2023,Corixinae,Insect,2.957698468,3,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,307W42B3,3/7/2023,Corixinae,Insect,0.5637842316,1,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Corixinae,Insect,0.01006307501,1,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Corixinae,Insect,1.048706508,48,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Corixinae,Insect,0.3769670113,14,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Corixinae,Insect,1.371596652,29,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B1,3/7/2023,Corixinae,Insect,0.4073468435,2,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Corixinae,Insect,2.661607547,33,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Corixinae,Insect,4.23523314,9,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Corixinae,Insect,2.397014237,3,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Corixinae,Insect,3.926389707,4,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,622W46B1,6/22/2023,Corixinae,Insect,0.01006307501,1,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,209W52B3,2/9/2023,Corixinae,Insect,0.02320346275,1,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,307W52B1,3/7/2023,Corixinae,Insect,0.5294864688,8,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,307W52B2,3/7/2023,Corixinae,Insect,0.06448491836,3,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,307W52B3,3/7/2023,Corixinae,Insect,0.1196807639,2,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,412W52B3,4/12/2023,Corixinae,Insect,0.8958090795,2,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,209W53B1,2/9/2023,Corixinae,Insect,0.02320346275,1,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,307W53B1,3/7/2023,Corixinae,Insect,0.0985254583,2,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,307W53B2,3/7/2023,Corixinae,Insect,0.1410550117,2,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Corixinae,Insect,0.0031,1,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,622W53B2,6/22/2023,Corixinae,Insect,0.02320346275,1,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,622W53B3,6/22/2023,Corixinae,Insect,0.01006307501,1,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,209W58B2,2/9/2023,Corixinae,Insect,0.5637842316,1,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,412W58B1,4/12/2023,Corixinae,Insect,0.9574394226,2,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,412W58B2,4/12/2023,Corixinae,Insect,1.417826596,2,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,412W58B3,4/12/2023,Corixinae,Insect,1.127568463,2,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Corixinae,Insect,0.1511180867,3,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,307W68B1,3/7/2023,Corixinae,Insect,0.02012615003,2,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,307W68B2,3/7/2023,Corixinae,Insect,0.02012615003,2,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,307W68B3,3/7/2023,Corixinae,Insect,0.5839103816,3,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,412W68B1,4/12/2023,Corixinae,Insect,2.023713943,5,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,412W68B2,4/12/2023,Corixinae,Insect,0.882117427,1,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,412W68B3,4/12/2023,Corixinae,Insect,0.3320248479,1,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,512W68B3,5/12/2023,Corixinae,Insect,3.210136513,4,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,412W42B3,4/12/2023,Derallus,Insect,0.7001571367,2,HB,,,
0.3835618,Long,Marsh,W46,622W46B1,6/22/2023,Derallus,Insect,0.9654857192,1,HB,,,
0.3968312,Intermediate,Marsh,W21,307W21B3,3/7/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B3,2/9/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B1,3/7/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Haliplus,Insect,1.732698254,3,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B3,3/7/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Haliplus,Insect,2.243587351,1,HB,Low,Strong,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,307W53B1,3/7/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,307W68B1,3/7/2023,Haliplus,Insect,0.1815497265,1,HB,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,209W58B1,2/9/2023,Haliplus,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3916141,Long,Swamp,W11,622W11B1,6/22/2023,Hesperocorixa,Insect,10.98078003,6,HB,High,***,Bi_multivoltine
0.3916141,Long,Swamp,W11,622W11B3,6/22/2023,Hesperocorixa,Insect,7.45560599,3,HB,High,***,Bi_multivoltine
0.3968312,Intermediate,Marsh,W21,307W21B2,3/7/2023,Hesperocorixa,Insect,1.830130005,1,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B1,3/7/2023,Hesperocorixa,Insect,5.199900187,4,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B2,3/7/2023,Hesperocorixa,Insect,3.946327328,4,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,412W37B2,4/12/2023,Hesperocorixa,Insect,2.599950094,2,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,512W42B1,5/12/2023,Hesperocorixa,Insect,10.98078003,6,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,512W42B2,5/12/2023,Hesperocorixa,Insect,8.100509045,4,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,512W42B3,5/12/2023,Hesperocorixa,Insect,1.830130005,1,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,622W42B3,6/22/2023,Hesperocorixa,Insect,0.5637842316,1,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Hesperocorixa,Insect,3.785177044,2,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Hesperocorixa,Insect,4.960235056,3,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B1,5/12/2023,Hesperocorixa,Insect,1.299975047,1,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Hesperocorixa,Insect,4.970403993,2,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Hesperocorixa,Insect,2.485201997,1,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,512W52B2,5/12/2023,Hesperocorixa,Insect,3.660260009,2,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,512W52B3,5/12/2023,Hesperocorixa,Insect,2.599950094,2,HB,High,***,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,622W52B2,6/22/2023,Hesperocorixa,Insect,2.485201997,1,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,209W53B3,2/9/2023,Hesperocorixa,Insect,0.1736776398,1,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,622W53B1,6/22/2023,Hesperocorixa,Insect,2.485201997,1,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,209W58B1,2/9/2023,Hesperocorixa,Insect,4.980467068,3,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Hesperocorixa,Insect,2.485201997,1,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B2,5/12/2023,Hesperocorixa,Insect,9.150650023,5,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B3,5/12/2023,Hesperocorixa,Insect,11.15445767,7,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B1,6/22/2023,Hesperocorixa,Insect,5.490390014,3,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B2,5/12/2023,Hesperocorixa,Insect,13.59089906,7,HB,High,***,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B3,6/22/2023,Hesperocorixa,Insect,2.485201997,1,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,512W68B1,5/12/2023,Hesperocorixa,Insect,5.312197526,4,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,512W68B2,5/12/2023,Hesperocorixa,Insect,3.899925141,3,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,622W68B1,6/22/2023,Hesperocorixa,Insect,2.485201997,1,HB,High,***,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,622W68B2,6/22/2023,Hesperocorixa,Insect,4.970403993,2,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Hydrobius,Insect,11.23361725,1,HB,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,622W53B1,6/22/2023,Hydroptilidae,Insect,1.351547259,1,HB,High,Weak,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Laccobius,Insect,0.611835084,1,HB,High,Strong,Univoltine
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Laccobius,Insect,1.223670168,2,HB,High,Strong,Univoltine
0.4723248,Short,Swamp,W32,412W32B1,4/12/2023,Peltodytes,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B1,3/7/2023,Peltodytes,Insect,2.4324947,2,HB,Low,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Peltodytes,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B1,2/9/2023,Peltodytes,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B2,2/9/2023,Peltodytes,Insect,5.703422051,3,HB,Low,Strong,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B3,2/9/2023,Peltodytes,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.2360643,Long,Marsh,W42,412W42B1,4/12/2023,Peltodytes,Insect,0.5523190387,1,HB,Low,Strong,Bi_multivoltine
0.2360643,Long,Marsh,W42,412W42B3,4/12/2023,Peltodytes,Insect,0.5523190387,1,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Peltodytes,Insect,0.7482882298,12,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Peltodytes,Insect,0.6075498239,9,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Peltodytes,Insect,2.304515812,3,HB,Low,Strong,Bi_multivoltine
0.3835618,Long,Marsh,W46,307W46B1,3/7/2023,Peltodytes,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,412W53B2,4/12/2023,Peltodytes,Insect,1.21624735,1,HB,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Peltodytes,Insect,0.5523190387,1,HB,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,512W58B2,5/12/2023,Peltodytes,Insect,0.5523190387,1,HB,Low,Strong,Bi_multivoltine
0.3163063,Long,Swamp,W58,622W58B2,6/22/2023,Peltodytes,Insect,2.243587351,1,HB,Low,Strong,Bi_multivoltine
0.5944965,Short,Marsh,W15,209W15B3,2/9/2023,Sigara,Insect,0.3320248479,1,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B1,3/7/2023,Sigara,Insect,0.8530577673,4,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,307W37B3,3/7/2023,Sigara,Insect,2.629345495,7,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,412W37B2,4/12/2023,Sigara,Insect,3.382705389,6,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Sigara,Insect,0.5637842316,1,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Sigara,Insect,0.3320248479,1,HB,High,***,Bi_multivoltine
0.5491605,Short,Marsh,W37,622W37B2,6/22/2023,Sigara,Insect,0.5637842316,1,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,622W42B3,6/22/2023,Sigara,Insect,0.1178515489,1,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Sigara,Insect,0.3320248479,1,HB,High,***,Bi_multivoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Sigara,Insect,0.3320248479,1,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Sigara,Insect,0.6640496958,2,HB,High,***,Bi_multivoltine
0.3195769,Intermediate,Marsh,W53,512W53B3,5/12/2023,Sigara,Insect,0.3473552796,2,HB,High,***,Bi_multivoltine
0.2360643,Long,Marsh,W42,209W42B3,2/9/2023,Trichoptera,Insect,0.2880978482,1,HB,,,
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Trichoptera,Insect,0.03313801026,1,HB,,,
0.3916141,Long,Swamp,W11,209W11B1,2/9/2023,Acilius,Insect,74.05794833,1,PR,***,***,Univoltine
0.3916141,Long,Swamp,W11,209W11B3,2/9/2023,Acilius,Insect,85.4437465,1,PR,***,***,Univoltine
0.3916141,Long,Swamp,W11,512W11B2,5/12/2023,Acilius,Insect,74.05794833,1,PR,***,***,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Acilius,Insect,37.85077207,1,PR,***,***,Univoltine
0.4723248,Short,Swamp,W32,307W32B1,3/7/2023,Acilius,Insect,0.1029,1,PR,***,***,Univoltine
0.4723248,Short,Swamp,W32,412W32B1,4/12/2023,Acilius,Insect,0.2058,2,PR,***,***,Univoltine
0.4723248,Short,Swamp,W32,412W32B2,4/12/2023,Acilius,Insect,0.3087,3,PR,***,***,Univoltine
0.4723248,Short,Swamp,W32,412W32B3,4/12/2023,Acilius,Insect,0.2058,2,PR,***,***,Univoltine
0.4596531,Intermediate,Swamp,W52,209W52B1,2/9/2023,Acilius,Insect,0.1029,1,PR,***,***,Univoltine
0.4596531,Intermediate,Swamp,W52,209W52B2,2/9/2023,Acilius,Insect,0.1029,1,PR,***,***,Univoltine
0.4596531,Intermediate,Swamp,W52,307W52B2,3/7/2023,Acilius,Insect,0.1029,1,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B1,3/7/2023,Acilius,Insect,0.3087,3,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B2,3/7/2023,Acilius,Insect,0.2058,2,PR,***,***,Univoltine
0.3195769,Intermediate,Marsh,W53,307W53B3,3/7/2023,Acilius,Insect,0.1029,1,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,307W58B1,3/7/2023,Acilius,Insect,0.4116,4,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,307W58B2,3/7/2023,Acilius,Insect,64.04669132,5,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,307W58B3,3/7/2023,Acilius,Insect,0.4116,4,PR,***,***,Univoltine
0.3163063,Long,Swamp,W58,512W58B1,5/12/2023,Acilius,Insect,54.1463025,1,PR,***,***,Univoltine
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Aeshnidae,Insect,16.67856048,1,PR,High,Strong,Semivoltine
0.2360643,Long,Marsh,W42,412W42B3,4/12/2023,Aeshnidae,Insect,62.56739527,1,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Aeshnidae,Insect,2.845810555,1,PR,High,Strong,Semivoltine
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Aeshnidae,Insect,1.954675362,1,PR,High,Strong,Semivoltine
0.3968312,Intermediate,Marsh,W21,307W21B1,3/7/2023,Agabus,Insect,0.9261,9,PR,High,Strong,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B2,3/7/2023,Agabus,Insect,0.8232,8,PR,High,Strong,Univoltine
0.3968312,Intermediate,Marsh,W21,307W21B3,3/7/2023,Agabus,Insect,0.9261,9,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Agabus,Insect,0.1029,1,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Agabus,Insect,0.1029,1,PR,High,Strong,Univoltine
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Anax,Insect,480.2578578,3,PR,High,Strong,Univoltine
0.2360643,Long,Marsh,W42,307W42B2,3/7/2023,Arigomphus,Insect,73.50139137,1,PR,Low,Strong,Semivoltine
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Atrichopogon,Insect,1.141951676,8,PR,Low,Weak,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,209W52B3,2/9/2023,Belostomatidae,Insect,11.60340261,1,PR,High,Strong,Bi_multivoltine
0.5491605,Short,Marsh,W37,209W37B2,2/9/2023,Bezzia,Insect,0.2398014091,1,PR,Low,Weak,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Bezzia,Insect,0.04568650976,1,PR,Low,Weak,Bi_multivoltine
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Bezzia,Insect,0.3948437048,2,PR,Low,Weak,Bi_multivoltine
0.3835618,Long,Marsh,W46,622W46B3,6/22/2023,Bezzia,Insect,0.7170066325,2,PR,Low,Weak,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,209W52B1,2/9/2023,Bezzia,Insect,0.06605789068,1,PR,Low,Weak,Bi_multivoltine
0.4596531,Intermediate,Swamp,W52,209W52B3,2/9/2023,Bezzia,Insect,0.5629818975,4,PR,Low,Weak,Bi_multivoltine
0.3163063,Long,Swamp,W58,209W58B1,2/9/2023,Bezzia,Insect,0.06605789068,1,PR,Low,Weak,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,412W68B3,4/12/2023,Bezzia,Insect,0.1550422957,1,PR,Low,Weak,Bi_multivoltine
0.3681222,Intermediate,Swamp,W68,622W68B2,6/22/2023,Bezzia,Insect,0.1550422957,1,PR,Low,Weak,Bi_multivoltine
0.2360643,Long,Marsh,W42,412W42B2,4/12/2023,Bidessenotus,Insect,0.7001571367,2,PR,,,
0.2360643,Long,Marsh,W42,622W42B2,6/22/2023,Bidessenotus,Insect,1.400314273,4,PR,,,
0.3195769,Intermediate,Marsh,W53,512W53B1,5/12/2023,Bidessenotus,Insect,0.3500785683,1,PR,,,
0.3195769,Intermediate,Marsh,W53,512W53B2,5/12/2023,Bidessenotus,Insect,0.611835084,1,PR,,,
0.5491605,Short,Marsh,W37,412W37B2,4/12/2023,Boyeria,Insect,70.18092642,1,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Boyeria,Insect,55.50783071,1,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,307W46B1,3/7/2023,Boyeria,Insect,234.4152911,2,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Boyeria,Insect,598.3837227,4,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Boyeria,Insect,41.77074317,4,PR,High,Strong,Semivoltine
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Boyeria,Insect,5.331063461,1,PR,High,Strong,Semivoltine
0.3195769,Intermediate,Marsh,W53,412W53B1,4/12/2023,Boyeria,Insect,0.4049567179,1,PR,High,Strong,Semivoltine
0.3195769,Intermediate,Marsh,W53,412W53B3,4/12/2023,Boyeria,Insect,37.46374858,1,PR,High,Strong,Semivoltine
0.3916141,Long,Swamp,W11,512W11B3,5/12/2023,Buenoa,Insect,2.587161774,5,PR,High,Strong,***
0.3916141,Long,Swamp,W11,622W11B1,6/22/2023,Buenoa,Insect,1.764234854,2,PR,High,Strong,***
0.5491605,Short,Marsh,W37,307W37B2,3/7/2023,Buenoa,Insect,2.255136926,4,PR,High,Strong,***
0.5491605,Short,Marsh,W37,307W37B3,3/7/2023,Buenoa,Insect,5.118223236,10,PR,High,Strong,***
0.5491605,Short,Marsh,W37,412W37B2,4/12/2023,Buenoa,Insect,4.398421594,13,PR,High,Strong,***
0.5491605,Short,Marsh,W37,412W37B3,4/12/2023,Buenoa,Insect,1.106316859,12,PR,High,Strong,***
0.5491605,Short,Marsh,W37,622W37B1,6/22/2023,Buenoa,Insect,0.2259659867,3,PR,High,Strong,***
0.5491605,Short,Marsh,W37,622W37B2,6/22/2023,Buenoa,Insect,0.1160173137,5,PR,High,Strong,***
0.5491605,Short,Marsh,W37,622W37B3,6/22/2023,Buenoa,Insect,0.04640692549,2,PR,High,Strong,***
0.3835618,Long,Marsh,W46,209W46B1,2/9/2023,Buenoa,Insect,2.533205187,7,PR,High,Strong,***
0.3835618,Long,Marsh,W46,209W46B2,2/9/2023,Buenoa,Insect,0.07532199555,1,PR,High,Strong,***
0.3835618,Long,Marsh,W46,209W46B3,2/9/2023,Buenoa,Insect,6.765410779,12,PR,High,Strong,***
0.3835618,Long,Marsh,W46,307W46B2,3/7/2023,Buenoa,Insect,0.3120803062,7,PR,High,Strong,***
0.3835618,Long,Marsh,W46,412W46B1,4/12/2023,Buenoa,Insect,12.08149309,41,PR,High,Strong,***
0.3835618,Long,Marsh,W46,412W46B2,4/12/2023,Buenoa,Insect,0.482668839,3,PR,High,Strong,***
0.3835618,Long,Marsh,W46,412W46B3,4/12/2023,Buenoa,Insect,4.773777352,15,PR,High,Strong,***
0.3835618,Long,Marsh,W46,512W46B2,5/12/2023,Buenoa,Insect,0.3320248479,1,PR,High,Strong,***
0.3835618,Long,Marsh,W46,512W46B3,5/12/2023,Buenoa,Insect,0.5579908346,4,PR,High,Strong,***
0.3835618,Long,Marsh,W46,622W46B1,6/22/2023,Buenoa,Insect,0.4248386989,5,PR,High,Strong,***
0.3835618,Long,Marsh,W46,622W46B2,6/22/2023,Buenoa,Insect,1.112091857,8,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,209W52B1,2/9/2023,Buenoa,Insect,0.04435876833,1,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,209W52B2,2/9/2023,Buenoa,Insect,0.5637842316,1,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,209W52B3,2/9/2023,Buenoa,Insect,0.3473552796,2,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,307W52B1,3/7/2023,Buenoa,Insect,0.882117427,1,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,412W52B2,4/12/2023,Buenoa,Insect,0.02320346275,1,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,512W52B2,5/12/2023,Buenoa,Insect,2.428814566,5,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,622W52B1,6/22/2023,Buenoa,Insect,0.9264761953,2,PR,High,Strong,***
0.4596531,Intermediate,Swamp,W52,622W52B2,6/22/2023,Buenoa,Insect,6.174821989,7,PR,High,Strong,***
